ayah,token_index,surface,plain,gold_class,predicted_class,source,proof_kind,error_family
30:55,6,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
30:56,15,يَوْمُ,يوم,ISM_MUARAB,HARF,MASAQ:16239,Certificate,ISM_MUARAB_to_HARF
31:2,4,الْحَكِيمِ,الحكيم,ISM_MUARAB,JAMID,MASAQ:7165,Certificate,ISM_MUARAB_to_JAMID
31:27,14,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
31:28,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
31:32,16,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
31:34,12,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
31:34,18,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
32:3,11,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
32:4,6,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
32:4,15,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
32:9,13,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
32:22,1,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
33:4,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
33:4,9,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
33:4,16,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
33:12,8,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
33:13,19,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
33:14,10,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
33:20,20,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
33:22,14,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
33:23,16,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
33:30,3,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
33:36,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
33:38,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
33:40,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
33:51,9,وَمَنِ,ومن,HARF,ISM_MAWSOOL,MASAQ:6488,Certificate,harf_vs_mawsool_ambiguity
33:53,50,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
33:63,10,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
34:9,7,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
34:14,5,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
34:14,23,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
34:21,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
34:22,17,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
34:22,22,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
34:24,2,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
34:28,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
34:34,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
34:35,6,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
34:37,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
34:39,12,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
34:43,7,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
34:43,19,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
34:44,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
34:44,6,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
34:45,5,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
34:46,12,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
34:47,2,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
34:50,10,فَبِمَا,فبما,ISM_MAWSOOL,HARF,closed_class_set_no_kind,Hypothesis,ISM_MAWSOOL_to_HARF
35:2,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
35:10,1,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
35:11,11,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
35:11,19,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
35:12,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
35:13,25,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
35:14,8,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
35:17,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
35:19,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
35:22,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
35:22,11,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
35:37,14,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
35:42,16,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
35:44,16,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
35:45,7,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
36:2,2,الْحَكِيمِ,الحكيم,ISM_MUARAB,JAMID,MASAQ:7165,Certificate,ISM_MUARAB_to_JAMID
36:6,3,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
36:15,2,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
36:15,7,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
36:17,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
36:22,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
36:28,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
36:28,11,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
36:30,4,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
36:46,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
36:49,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
36:52,3,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
36:69,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
36:69,4,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
36:78,5,خَلْقَهُ,خلقه,ISM_MUARAB,FIIL,MASAQ:40656,Certificate,noun_misread_as_verb
36:78,7,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
37:20,4,يَوْمُ,يوم,ISM_MUARAB,HARF,MASAQ:16239,Certificate,ISM_MUARAB_to_HARF
37:21,2,يَوْمُ,يوم,ISM_MUARAB,HARF,MASAQ:16239,Certificate,ISM_MUARAB_to_HARF
37:30,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
37:39,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
37:59,4,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
37:60,5,الْعَظِيمُ,العظيم,ISM_MUARAB,JAMID,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
37:96,3,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
37:161,2,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
37:162,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
37:164,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
37:174,4,حِينٍ,حين,HARF,ISM_MUARAB,MASAQ:581,Certificate,HARF_to_ISM_MUARAB
37:178,4,حِينٍ,حين,HARF,ISM_MUARAB,MASAQ:581,Certificate,HARF_to_ISM_MUARAB
38:7,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
38:15,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
38:15,7,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
38:27,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
38:54,4,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
38:65,5,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
38:69,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
38:86,2,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
38:86,7,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
39:3,10,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
39:3,30,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
39:38,3,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
39:41,15,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
39:51,13,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
39:56,13,لَمِنَ,لمن,ISM_MAWSOOL,HARF,MASAQ:2330,Certificate,ISM_MAWSOOL_to_HARF
39:67,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
39:68,5,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
39:68,8,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
39:70,7,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
40:4,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
40:9,12,الْعَظِيمُ,العظيم,ISM_MUARAB,JAMID,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
40:13,10,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
40:18,9,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
40:21,24,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
40:25,14,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
40:29,17,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
40:29,22,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
40:30,9,يَوْمِ,يوم,HARF,ISM_MUARAB,MASAQ:12,Certificate,HARF_to_ISM_MUARAB
40:31,10,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
40:33,4,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
40:36,4,ابْنِ,ابن,FIIL,ISM_MUARAB,MASAQ:14617,Certificate,verb_misread_as_noun
40:37,18,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
40:40,1,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
40:50,11,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
40:56,15,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
40:58,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
40:78,15,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
41:13,8,عَادٍ,عاد,JAMID,ISM_MUARAB,MASAQ:3127,Certificate,proper_noun_misclassified
41:15,9,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
41:22,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
41:33,1,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
41:35,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
41:35,6,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
41:43,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
41:46,1,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
41:46,8,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
41:47,5,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
41:47,11,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
41:47,25,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
41:48,9,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
41:50,12,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
41:52,11,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
42:6,9,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
42:8,14,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
42:10,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
42:13,12,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
42:14,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
42:20,17,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
42:29,6,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
42:30,5,فَبِمَا,فبما,ISM_MAWSOOL,HARF,closed_class_set_no_kind,Hypothesis,ISM_MAWSOOL_to_HARF
42:31,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
42:31,6,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
42:35,6,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
42:37,7,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
42:41,6,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
42:46,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
42:47,13,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
42:47,18,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
42:51,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
42:52,7,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
43:7,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
43:9,3,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
43:13,17,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
43:20,5,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
43:20,7,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
43:23,2,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
43:40,7,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
43:45,2,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
43:48,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
43:58,6,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
43:65,4,بَيْنِهِمْ,بينهم,HARF,ISM_MUARAB,MASAQ:39682,Certificate,HARF_to_ISM_MUARAB
43:76,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
43:87,3,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
44:19,7,آتِيكُمْ,آتيكم,ISM_MUARAB,FIIL,MASAQ:40352,Certificate,noun_misread_as_verb
44:29,6,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
44:35,6,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
44:39,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
44:40,2,يَوْمَ,يوم,ISM_MUARAB,HARF,MASAQ:2013,Certificate,ISM_MUARAB_to_HARF
44:41,1,يَوْمَ,يوم,ISM_MUARAB,HARF,MASAQ:2013,Certificate,ISM_MUARAB_to_HARF
44:57,7,الْعَظِيمُ,العظيم,ISM_MUARAB,JAMID,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
45:4,3,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
45:5,4,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
45:24,2,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
45:24,9,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
45:24,13,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
45:25,6,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
45:32,12,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
45:32,20,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
45:34,11,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
46:3,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
46:5,1,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
46:8,14,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
46:9,2,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
46:9,7,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
46:9,20,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
46:11,9,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
46:17,24,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
46:21,3,عَادٍ,عاد,JAMID,ISM_MUARAB,MASAQ:3127,Certificate,proper_noun_misclassified
46:28,15,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
50:6,9,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
50:18,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
50:20,5,يَوْمُ,يوم,ISM_MUARAB,HARF,MASAQ:16239,Certificate,ISM_MUARAB_to_HARF
50:20,6,الْوَعِيدِ,الوعيد,JAMID,ISM_MUARAB,MASAQ:41362,Certificate,proper_noun_misclassified
50:27,4,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
50:29,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
50:29,5,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
50:34,4,يَوْمُ,يوم,ISM_MUARAB,HARF,MASAQ:16239,Certificate,ISM_MUARAB_to_HARF
50:42,6,يَوْمُ,يوم,ISM_MUARAB,HARF,MASAQ:16239,Certificate,ISM_MUARAB_to_HARF
50:45,2,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
50:45,5,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
51:12,3,يَوْمُ,يوم,ISM_MUARAB,HARF,MASAQ:16239,Certificate,ISM_MUARAB_to_HARF
51:41,2,عَادٍ,عاد,JAMID,ISM_MUARAB,MASAQ:3127,Certificate,proper_noun_misclassified
51:42,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
51:43,8,حِينٍ,حين,HARF,ISM_MUARAB,MASAQ:581,Certificate,HARF_to_ISM_MUARAB
51:45,5,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
51:52,2,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
51:56,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
51:57,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
51:57,6,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
52:8,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
52:21,9,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
52:26,4,قَبْلُ,قبل,HARF,ISM_MUARAB,MASAQ:351,Certificate,HARF_to_ISM_MUARAB
53:2,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
53:2,4,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
53:3,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
53:11,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
53:17,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
53:17,4,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
