surah,ayah,token_index,surface,plain,prev,next,gold,pred,candidates,certainty,needs_context,resolution_reason
47,22,5,أَنْ,أن,تَوَلَّيْتُمْ,تُفْسِدُوا,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
47,25,1,إِنَّ,إن,,الَّذِينَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
47,25,6,مِنْ,من,أَدْبَارِهِمْ,بَعْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
47,25,8,مَا,ما,بَعْدِ,تَبَيَّنَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
47,26,6,مَا,ما,كَرِهُوا,نَزَّلَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
47,28,4,مَا,ما,اتَّبَعُوا,أَسْخَطَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
47,29,7,أَنْ,أن,مَرَضٌ,لَنْ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
47,31,2,حَتَّى,حتى,وَلَنَبْلُوَنَّكُمْ,نَعْلَمَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/preposition_meanings.json#48
47,32,1,إِنَّ,إن,,الَّذِينَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
47,32,10,مِنْ,من,الرَّسُولَ,بَعْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
47,32,12,مَا,ما,بَعْدِ,تَبَيَّنَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
47,34,1,إِنَّ,إن,,الَّذِينَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
47,37,1,إِنْ,إن,,يَسْأَلْكُمُوهَا,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
47,38,9,مَنْ,من,فَمِنْكُمْ,يَبْخَلُ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
48,2,4,مَا,ما,اللَّهُ,تَقَدَّمَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
48,2,6,مِنْ,من,تَقَدَّمَ,ذَنْبِكَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
48,5,6,مِنْ,من,تَجْرِي,تَحْتِهَا,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
48,10,1,إِنَّ,إن,,الَّذِينَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
48,10,19,بِمَا,بما,أَوْفَى,عَاهَدَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
48,11,4,مِنَ,من,الْمُخَلَّفُونَ,الْأَعْرَابِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
48,11,13,مَا,ما,بِأَلْسِنَتِهِمْ,لَيْسَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
48,11,21,مِنَ,من,لَكُمْ,اللَّهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
48,11,24,إِنْ,إن,شَيْئَاً,أَرَادَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
48,11,35,بِمَا,بما,اللَّهُ,تَعْمَلُونَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
48,12,3,أَنْ,أن,ظَنَنْتُمْ,لَنْ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
48,14,9,مَنْ,من,وَيُعَذِّبُ,يَشَاءُ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
48,15,11,أَنْ,أن,يُرِيدُونَ,يُبَدِّلُوا,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
48,15,21,مِنْ,من,اللَّهُ,قَبْلُ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
48,15,30,إِلَّا,إلا,يَفْقَهُونَ,قَلِيلَاً,HARF,HARF,,Certificate,False,MASAQ:106
48,16,3,مِنَ,من,لِلْمُخَلَّفِينَ,الْأَعْرَابِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
48,16,24,مِنْ,من,تَوَلَّيْتُمْ,قَبْلُ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
48,17,20,مِنْ,من,تَجْرِي,تَحْتِهَا,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
48,18,11,مَا,ما,فَعَلِمَ,فِي,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
48,23,6,مِنْ,من,خَلَتْ,قَبْلُ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
48,24,10,مِنْ,من,مَكَّةَ,بَعْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
48,24,12,أَنْ,أن,بَعْدِ,أَظْفَرَكُمْ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
48,24,17,بِمَا,بما,اللَّهُ,تَعْمَلُونَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
48,25,10,أَنْ,أن,مَعْكُوفَاً,يَبْلُغَ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
48,25,20,أَنْ,أن,تَعْلَمُوهُمْ,تَطَئُوهُمْ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
48,25,31,مَنْ,من,رَحْمَتِهِ,يَشَاءُ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
48,27,10,إِنْ,إن,الْحَرَامَ,شَاءَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
48,27,20,مَا,ما,فَعَلِمَ,لَمْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
48,27,24,مِنْ,من,فَجَعَلَ,دُونِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
48,27,25,دُونِ,دون,مِنْ,ذَلِكَ,ISM_MUARAB,ISM_MUARAB,,Certificate,False,MASAQ:310
48,29,16,مِنَ,من,فَضْلَاً,اللَّهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
48,29,22,مِنْ,من,وُجُوهِهِمْ,أَثَرِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
49,1,12,إِنَّ,إن,اللَّهَ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
49,2,17,أَنْ,أن,لِبَعْضٍ,تَحْبَطَ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
49,3,1,إِنَّ,إن,,الَّذِينَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
49,4,1,إِنَّ,إن,,الَّذِينَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
49,4,4,مِنْ,من,يُنَادُونَكَ,وَرَاءِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
49,5,4,حَتَّى,حتى,صَبَرُوا,تَخْرُجَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/preposition_meanings.json#48
49,6,4,إِنْ,إن,آمَنُوا,جَاءَكُمْ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
49,6,9,أَنْ,أن,فَتَبَيَّنُوا,تُصِيبُوا,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
49,6,15,مَا,ما,عَلَى,فَعَلْتُمْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
49,7,2,أَنَّ,أن,وَاعْلَمُوا,فِيكُمْ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/copulative_particle.json#2
49,7,10,مِنَ,من,كَثِيرٍ,الْأَمْرِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
49,8,2,مِنَ,من,فَضْلَاً,اللَّهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
49,9,3,مِنَ,من,طَائِفَتَانِ,الْمُؤْمِنِينَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
49,9,16,حَتَّى,حتى,تَبْغِي,تَفِيءَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/preposition_meanings.json#48
49,9,27,إِنَّ,إن,وَأَقْسِطُوا,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
49,11,7,مِنْ,من,قَوْمٌ,قَوْمٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
49,11,10,أَنْ,أن,عَسَى,يَكُونُوا,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
49,11,16,مِنْ,من,نِسَاءٌ,نِسَاءٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
49,11,19,أَنْ,أن,عَسَى,يَكُنَّ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
49,12,6,مِنَ,من,كَثِيرَاً,الظَّنِّ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
49,12,8,إِنَّ,إن,الظَّنِّ,بَعْضَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
49,12,20,أَنْ,أن,أَحَدُكُمْ,يَأْكُلَ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
49,12,28,إِنَّ,إن,اللَّهَ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
49,13,5,مِنْ,من,خَلَقْنَاكُمْ,ذَكَرٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
49,13,12,إِنَّ,إن,لِتَعَارَفُوا,أَكْرَمَكُمْ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
49,13,17,إِنَّ,إن,أَتْقَاكُمْ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
49,14,21,مِنْ,من,يَلِتْكُمْ,أَعْمَالِكُمْ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
49,14,24,إِنَّ,إن,شَيْئَاً,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
49,16,7,مَا,ما,يَعْلَمُ,فِي,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
49,17,3,أَنْ,أن,عَلَيْكَ,أَسْلَمُوا,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
49,17,14,أَنْ,أن,عَلَيْكُمْ,هَدَاكُمْ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
49,17,17,إِنْ,إن,لِلْإِيمَانِ,كُنْتُمْ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
49,18,1,إِنَّ,إن,,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
49,18,9,بِمَا,بما,بَصِيرٌ,تَعْمَلُونَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
50,2,3,أَنْ,أن,عَجِبُوا,جَاءَهُمْ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
50,4,3,مَا,ما,عَلِمْنَا,تَنْقُصُ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
50,6,11,مِنْ,من,لَهَا,فُرُوجٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
50,7,8,مِنْ,من,فِيهَا,كُلِّ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
50,9,2,مِنَ,من,وَنَزَّلْنَا,السَّمَاءِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
50,15,8,مِنْ,من,لَبْسٍ,خَلْقٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
50,16,5,مَا,ما,وَنَعْلَمُ,تُوَسْوِسُ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
50,16,12,مِنْ,من,إِلَيْهِ,حَبْلِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
50,18,1,مَا,ما,,يَلْفِظُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
50,18,3,مِنْ,من,يَلْفِظُ,قَوْلٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
50,18,5,إِلَّا,إلا,قَوْلٍ,لَدَيْهِ,HARF,HARF,,Certificate,False,MASAQ:106
50,19,6,مَا,ما,ذَلِكَ,كُنْتَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
50,22,5,مِنْ,من,غَفْلَةٍ,هَذَا,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
50,23,4,مَا,ما,هَذَا,لَدَيَّ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
50,27,4,مَا,ما,رَبَّنَا,أَطْغَيْتُهُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
50,29,1,مَا,ما,,يُبَدَّلُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
50,30,8,مِنْ,من,هَلْ,مَزِيدٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
50,31,4,غَيْرَ,غير,لِلْمُتَّقِينَ,بَعِيدٍ,ISM_MUARAB,ISM_MUARAB,,Certificate,False,MASAQ:870
50,32,2,مَا,ما,هَذَا,تُوعَدُونَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
50,33,1,مَنْ,من,,خَشِيَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
50,35,2,مَا,ما,لَهُمْ,يَشَاءُونَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
50,36,4,مِنْ,من,قَبْلَهُمْ,قَرْنٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
50,36,14,مِنْ,من,هَلْ,مَحِيصٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
50,37,1,إِنَّ,إن,,فِي,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
50,38,12,مِنْ,من,مَسَّنَا,لُغُوبٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
50,39,3,مَا,ما,عَلَى,يَقُولُونَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
50,41,5,مِنْ,من,الْمُنَادِ,مَكَانٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
50,45,3,بِمَا,بما,أَعْلَمُ,يَقُولُونَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
50,45,11,مَنْ,من,بِالْقُرْآنِ,يَخَافُ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
51,9,3,مَنْ,من,عَنْهُ,أُفِكَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
51,15,1,إِنَّ,إن,,الْمُتَّقِينَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
51,16,2,مَا,ما,آخِذِينَ,آتَاهُمْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
51,17,3,مِنَ,من,قَلِيلَاً,اللَّيْلِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
51,33,4,مِنْ,من,حِجَارَةً,طِينٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
51,35,2,مَنْ,من,فَأَخْرَجْنَا,كَانَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
51,35,5,مِنَ,من,فِيهَا,الْمُؤْمِنِينَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
51,36,4,غَيْرَ,غير,فِيهَا,بَيْتٍ,ISM_MUARAB,ISM_MUARAB,,Certificate,False,MASAQ:870
51,36,6,مِنَ,من,بَيْتٍ,الْمُسْلِمِينَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
51,42,1,مَا,ما,,تَذَرُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
51,42,3,مِنْ,من,تَذَرُ,شَيْءٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
51,42,7,إِلَّا,إلا,عَلَيْهِ,جَعَلَتْهُ,HARF,HARF,,Certificate,False,MASAQ:106
51,43,7,حَتَّى,حتى,تَمَتَّعُوا,حِينٍ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/preposition_meanings.json#48
51,45,3,مِنْ,من,اسْتَطَاعُوا,قِيَامٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
51,46,3,مِنْ,من,نُوحٍ,قَبْلُ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
51,52,2,مَا,ما,كَذَلِكَ,أَتَى,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
51,52,5,مِنْ,من,الَّذِينَ,قَبْلِهِمْ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
51,52,7,مِنْ,من,قَبْلِهِمْ,رَسُولٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
51,52,9,إِلَّا,إلا,رَسُولٍ,قَالُوا,HARF,HARF,,Certificate,False,MASAQ:106
51,56,5,إِلَّا,إلا,وَالْإِنْسَ,لِيَعْبُدُونِ,HARF,HARF,,Certificate,False,MASAQ:106
51,57,1,مَا,ما,,أُرِيدُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
51,57,4,مِنْ,من,مِنْهُمْ,رِزْقٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
51,57,8,أَنْ,أن,أُرِيدُ,يُطْعِمُونِ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
51,58,1,إِنَّ,إن,,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
51,60,4,مِنْ,من,كَفَرُوا,يَوْمِهِمُ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
52,7,1,إِنَّ,إن,,عَذَابَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
52,8,1,مَا,ما,,لَهُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
52,8,3,مِنْ,من,لَهُ,دَافِعٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
52,16,10,مَا,ما,تُجْزَوْنَ,كُنْتُمْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
52,17,1,إِنَّ,إن,,الْمُتَّقِينَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
52,18,2,بِمَا,بما,فَاكِهِينَ,آتَاهُمْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
52,19,4,بِمَا,بما,هَنِيئَاً,كُنْتُمْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
52,21,11,مِنْ,من,أَلَتْنَاهُمْ,عَمَلِهِمْ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
52,21,13,مِنْ,من,عَمَلِهِمْ,شَيْءٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
52,21,17,بِمَا,بما,امْرِئٍ,كَسَبَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
52,28,3,مِنْ,من,كُنَّا,قَبْلُ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
52,31,5,مِنَ,من,مَعَكُمْ,الْمُتَرَبِّصِينَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
52,34,4,إِنْ,إن,مِثْلِهِ,كَانُوا,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
52,35,3,مِنْ,من,خُلِقُوا,غَيْرِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
52,35,4,غَيْرِ,غير,مِنْ,شَيْءٍ,ISM_MUARAB,ISM_MUARAB,,Certificate,False,MASAQ:25
52,40,5,مِنْ,من,فَهُمْ,مَغْرَمٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
52,43,4,غَيْرُ,غير,إِلَهٌ,اللَّهِ,ISM_MUARAB,ISM_MUARAB,,Certificate,False,MASAQ:11830
