surah,ayah,token_index,surface,plain,prev,next,gold_class,pred_class,candidates,certainty,source,proof_kind,error_family
53,52,8,أَظْلَمَ,أظلم,هُمْ,وَأَطْغَى,ISM_MUARAB,FIIL,,Certificate,MASAQ:245,Certificate,noun_misread_as_verb
54,12,8,قَدْ,قد,أَمْرٍ,قُدِرَ,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#9,Hypothesis,harf_vs_mabni
54,13,3,ذَاتِ,ذات,عَلَى,أَلْوَاحٍ,ISM_MUARAB,ISM_MAWSOOL,ISM_MAWSOOL,Certificate,registry:plain:02_mabniyat/relative_pronouns.json#19,Certificate,ISM_MUARAB_to_ISM_MAWSOOL
54,24,7,إِذَاً,إذا,إِنَّا,لَفِي,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:plain:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
54,26,2,غَدَاً,غدا,سَيَعْلَمُونَ,مَنِ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:plain:02_mabniyat/built_in_adverbs.json#5,Certificate,harf_vs_mabni
54,26,3,مَنِ,من,غَدَاً,الْكَذَّابُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:3539,Certificate,harf_vs_mawsool
54,48,8,مَسَّ,مس,ذُوقُوا,سَقَرَ,ISM_MUARAB,FIIL,,Certificate,MASAQ:8487,Certificate,noun_misread_as_verb
54,50,1,وَمَا,وما,,أَمْرُنَا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
55,11,4,ذَاتُ,ذات,وَالنَّخْلُ,الْأَكْمَامِ,ISM_MUARAB,ISM_MAWSOOL,ISM_MAWSOOL,Certificate,registry:plain:02_mabniyat/relative_pronouns.json#19,Certificate,ISM_MUARAB_to_ISM_MAWSOOL
55,17,1,رَبُّ,رب,,الْمَشْرِقَيْنِ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
55,44,5,آنٍ,آن,حَمِيمٍ,,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/conditional_letters_tools.json#1,Certificate,ISM_MUARAB_to_HARF
56,1,1,إِذَا,إذا,,وَقَعَتِ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
56,4,1,إِذَا,إذا,,رُجَّتِ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
56,51,1,ثُمَّ,ثم,,إِنَّكُمْ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
56,51,3,أَيُّهَا,أيها,إِنَّكُمْ,الضَّالُّونَ,ISM_MAWSOOL,HARF,HARF,Certificate,registry:exact:02_mabniyat/vocative_particles.json#6,Certificate,ISM_MAWSOOL_to_HARF
56,60,5,وَمَا,وما,الْمَوْتَ,نَحْنُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
56,74,4,الْعَظِيمِ,العظيم,رَبِّكَ,,JAMID,ISM_MUARAB,,Certificate,MASAQ:1848,Certificate,proper_misclassified
56,80,3,رَبِّ,رب,مِنْ,الْعَالَمِينَ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
56,83,2,إِذَا,إذا,فَلَوْلَا,بَلَغَتِ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
56,96,4,الْعَظِيمِ,العظيم,رَبِّكَ,,JAMID,ISM_MUARAB,,Certificate,MASAQ:1848,Certificate,proper_misclassified
57,4,9,ثُمَّ,ثم,أَيَّامٍ,اسْتَوَى,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
57,10,1,وَمَا,وما,,لَكُمْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
57,11,1,مَنْ,من,,ذَا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
57,12,22,الْعَظِيمُ,العظيم,الْفَوْزُ,,ISM_MUARAB,JAMID,,Certificate,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
57,17,8,قَدْ,قد,مَوْتِهَا,بَيَّنَّا,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#9,Hypothesis,harf_vs_mabni
57,20,19,ثُمَّ,ثم,نَبَاتُهُ,يَهِيجُ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
57,20,23,ثُمَّ,ثم,مُصْفَرَّاً,يَكُونُ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
57,20,34,وَمَا,وما,وَرِضْوَانٌ,الْحَيَاةُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
57,22,1,مَا,ما,,أَصَابَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
57,27,1,ثُمَّ,ثم,,قَفَّيْنَا,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
57,27,21,مَا,ما,ابْتَدَعُوهَا,كَتَبْنَاهَا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
58,1,1,قَدْ,قد,,سَمِعَ,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#9,Hypothesis,harf_vs_mabni
58,2,6,مَا,ما,نِسَائِهِمْ,هُنَّ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
58,2,12,اللَّائِي,اللائي,إِلَّا,وَلَدْنَهُمْ,ISM_MABNI,ISM_MAWSOOL,ISM_MAWSOOL,Certificate,registry:plain:02_mabniyat/relative_pronouns.json#11,Certificate,ISM_MABNI_to_ISM_MAWSOOL
58,3,5,ثُمَّ,ثم,نِسَائِهِمْ,يَعُودُونَ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
58,7,12,مَا,ما,الْأَرْضِ,يَكُونُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
58,7,37,ثُمَّ,ثم,كَانُوا,يُنَبِّئُهُمْ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
58,8,8,ثُمَّ,ثم,النَّجْوَى,يَعُودُونَ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
58,9,4,إِذَا,إذا,آمَنُوا,تَنَاجَيْتُمْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
58,11,4,إِذَا,إذا,آمَنُوا,قِيلَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
58,12,4,إِذَا,إذا,آمَنُوا,نَاجَيْتُمُ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
58,14,10,مَا,ما,عَلَيْهِمْ,هُمْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
58,22,33,مِنْ,من,تَجْرِي,تَحْتِهَا,ISM_MAWSOOL,HARF,HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/preposition_mean,Hypothesis,ISM_MAWSOOL_to_HARF
59,2,13,مَا,ما,الْحَشْرِ,ظَنَنْتُمْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
59,2,26,حَيْثُ,حيث,مِنْ,لَمْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#1,Certificate,harf_vs_mabni
59,6,1,وَمَا,وما,,أَفَاءَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
59,12,14,ثُمَّ,ثم,الْأَدْبَارَ,لَا,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
59,16,3,إِذْ,إذ,الشَّيْطَانِ,قَالَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
59,16,16,رَبَّ,رب,اللَّهَ,الْعَالَمِينَ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
59,23,8,الْمَلِكُ,الملك,هُوَ,الْقُدُّوسُ,JAMID,ISM_MUARAB,,Certificate,MASAQ:30887,Certificate,proper_misclassified
60,1,37,أَعْلَمُ,أعلم,وَأَنَا,بِمَا,ISM_MUARAB,FIIL,,Certificate,MASAQ:477,Certificate,noun_misread_as_verb
60,4,1,قَدْ,قد,,كَانَتْ,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#9,Hypothesis,harf_vs_mabni
60,4,10,إِذْ,إذ,مَعَهُ,قَالُوا,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
60,4,47,عَلَيْكَ,عليك,رَبَّنَا,تَوَكَّلْنَا,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#8,Hypothesis,harf_vs_mabni
60,10,4,إِذَا,إذا,آمَنُوا,جَاءَكُمُ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
60,10,10,أَعْلَمُ,أعلم,اللَّهُ,بِإِيمَانِهِنَّ,ISM_MUARAB,FIIL,,Certificate,MASAQ:477,Certificate,noun_misread_as_verb
60,10,35,إِذَا,إذا,تَنْكِحُوهُنَّ,آتَيْتُمُوهُنَّ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
60,12,3,إِذَا,إذا,النَّبِيُّ,جَاءَكَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
60,13,10,قَدْ,قد,عَلَيْهِمْ,يَئِسُوا,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#9,Hypothesis,harf_vs_mabni
61,7,1,وَمَنْ,ومن,,أَظْلَمُ,ISM_MAWSOOL,HARF,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
61,12,17,الْعَظِيمُ,العظيم,الْفَوْزُ,,ISM_MUARAB,JAMID,,Certificate,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
61,14,13,مَنْ,من,لِلْحَوَارِيِّينَ,أَنْصَارِي,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
62,1,9,الْمَلِكِ,الملك,الْأَرْضِ,الْقُدُّوسِ,JAMID,ISM_MUARAB,,Certificate,MASAQ:31353,Certificate,proper_misclassified
62,3,3,لَمَّا,لما,مِنْهُمْ,يَلْحَقُوا,HARF,ISM_MABNI,ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/conditional_lett,Hypothesis,harf_vs_mabni
62,5,5,ثُمَّ,ثم,التَّوْرَاةَ,لَمْ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
62,8,9,ثُمَّ,ثم,مُلَاقِيكُمْ,تُرَدُّونَ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
62,9,4,إِذَا,إذا,آمَنُوا,نُودِيَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
63,1,1,إِذَا,إذا,,جَاءَكَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
63,3,4,ثُمَّ,ثم,آمَنُوا,كَفَرُوا,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
63,4,21,أَنَّى,أنى,اللَّهُ,يُؤْفَكُونَ,HARF,ISM_MABNI,ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/conditional_lett,Hypothesis,harf_vs_mabni
63,7,7,مَنْ,من,عَلَى,عِنْدَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
63,10,12,رَبِّ,رب,فَيَقُولَ,لَوْلَا,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
63,10,16,أَجَلٍ,أجل,إِلَى,قَرِيبٍ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/letters_answers.json#3,Certificate,ISM_MUARAB_to_HARF
63,11,5,إِذَا,إذا,نَفْسَاً,جَاءَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
64,7,11,ثُمَّ,ثم,لَتُبْعَثُنَّ,لَتُنَبَّؤُنَّ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
64,9,6,يَوْمُ,يوم,ذَلِكَ,التَّغَابُنِ,ISM_MUARAB,HARF,,Certificate,MASAQ:16239,Certificate,ISM_MUARAB_to_HARF
64,9,27,الْعَظِيمُ,العظيم,الْفَوْزُ,,ISM_MUARAB,JAMID,,Certificate,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
64,11,1,مَا,ما,,أَصَابَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
65,1,3,إِذَا,إذا,النَّبِيُّ,طَلَّقْتُمُ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
65,3,3,حَيْثُ,حيث,مِنْ,لَا,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#1,Certificate,harf_vs_mabni
65,3,16,قَدْ,قد,أَمْرِهِ,جَعَلَ,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#9,Hypothesis,harf_vs_mabni
65,6,3,حَيْثُ,حيث,مِنْ,سَكَنْتُمْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#1,Certificate,harf_vs_mabni
65,10,12,قَدْ,قد,آمَنُوا,أَنْزَلَ,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#9,Hypothesis,harf_vs_mabni
65,11,30,قَدْ,قد,أَبَدَاً,أَحْسَنَ,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#9,Hypothesis,harf_vs_mabni
65,12,21,قَدْ,قد,اللَّهَ,أَحَاطَ,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#9,Hypothesis,harf_vs_mabni
66,2,1,قَدْ,قد,,فَرَضَ,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#9,Hypothesis,harf_vs_mabni
66,3,23,مَنْ,من,قَالَتْ,أَنْبَأَكَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
66,11,8,إِذْ,إذ,فِرْعَوْنَ,قَالَتْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
66,11,10,رَبِّ,رب,قَالَتْ,ابْنِ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
66,11,11,ابْنِ,ابن,رَبِّ,لِي,FIIL,ISM_MUARAB,,Certificate,MASAQ:14617,Certificate,verb_misread_as_noun
66,11,13,عِنْدَكَ,عندك,لِي,بَيْتَاً,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#8,Hypothesis,harf_vs_mabni
67,3,6,مَا,ما,طِبَاقَاً,تَرَى,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
67,4,1,ثُمَّ,ثم,,ارْجِعِ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
67,7,1,إِذَا,إذا,,أُلْقُوا,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
67,8,5,كُلَّمَا,كلما,الْغَيْظِ,أُلْقِيَ,ISM_MUARAB,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/conditional_letters_tools.json#17,Certificate,ISM_MUARAB_to_ISM_MABNI
67,9,3,قَدْ,قد,بَلَى,جَاءَنَا,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#9,Hypothesis,harf_vs_mabni
67,9,8,مَا,ما,وَقُلْنَا,نَزَّلَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
67,10,7,مَا,ما,نَعْقِلُ,كُنَّا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
67,19,8,مَا,ما,وَيَقْبِضْنَ,يُمْسِكُهُنَّ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
67,28,6,وَمَنْ,ومن,اللَّهُ,مَعِيَ,ISM_MAWSOOL,HARF,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
68,2,1,مَا,ما,,أَنْتَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
68,7,4,أَعْلَمُ,أعلم,هُوَ,بِمَنْ,ISM_MUARAB,FIIL,,Certificate,MASAQ:477,Certificate,noun_misread_as_verb
68,7,10,أَعْلَمُ,أعلم,وَهُوَ,بِالْمُهْتَدِينَ,ISM_MUARAB,FIIL,,Certificate,MASAQ:477,Certificate,noun_misread_as_verb
68,15,1,إِذَا,إذا,,تُتْلَى,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
68,17,7,إِذْ,إذ,الْجَنَّةِ,أَقْسَمُوا,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
68,44,2,وَمَنْ,ومن,فَذَرْنِي,يُكَذِّبُ,ISM_MAWSOOL,HARF,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
68,44,8,حَيْثُ,حيث,مِنْ,لَا,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#1,Certificate,harf_vs_mabni
68,48,8,إِذْ,إذ,الْحُوتِ,نَادَى,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
68,51,7,لَمَّا,لما,بِأَبْصَارِهِمْ,سَمِعُوا,HARF,ISM_MABNI,ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/conditional_lett,Hypothesis,harf_vs_mabni
68,52,1,وَمَا,وما,,هُوَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
69,9,3,وَمَنْ,ومن,فِرْعَوْنُ,قَبْلَهُ,ISM_MAWSOOL,HARF,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
69,11,2,لَمَّا,لما,إِنَّا,طَغَى,HARF,ISM_MABNI,ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/conditional_lett,Hypothesis,harf_vs_mabni
69,12,5,أُذُنٌ,أذن,وَتَعِيَهَا,وَاعِيَةٌ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/present_naseb_tools.json#3,Certificate,ISM_MUARAB_to_HARF
69,28,1,مَا,ما,,أَغْنَى,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
69,31,1,ثُمَّ,ثم,,الْجَحِيمَ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
69,32,1,ثُمَّ,ثم,,فِي,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
69,33,6,الْعَظِيمِ,العظيم,بِاللَّهِ,,JAMID,ISM_MUARAB,,Certificate,MASAQ:1848,Certificate,proper_misclassified
69,35,4,هَاهُنَا,هاهنا,الْيَوْمَ,حَمِيمٌ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/demonstrative_pronouns.json#4,Certificate,harf_vs_mabni
69,41,1,وَمَا,وما,,هُوَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
69,43,3,رَبِّ,رب,مِنْ,الْعَالَمِينَ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
69,46,1,ثُمَّ,ثم,,لَقَطَعْنَا,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
69,52,4,الْعَظِيمِ,العظيم,رَبِّكَ,,JAMID,ISM_MUARAB,,Certificate,MASAQ:1848,Certificate,proper_misclassified
70,14,1,وَمَنْ,ومن,,فِي,ISM_MAWSOOL,HARF,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
70,14,5,ثُمَّ,ثم,جَمِيعَاً,يُنْجِيهِ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
70,20,1,إِذَا,إذا,,مَسَّهُ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
70,41,6,وَمَا,وما,مِنْهُمْ,نَحْنُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
71,4,7,أَجَلٍ,أجل,إِلَى,مُسَمَّىً,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/letters_answers.json#3,Certificate,ISM_MUARAB_to_HARF
71,4,10,أَجَلَ,أجل,إِنَّ,اللَّهِ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/letters_answers.json#3,Certificate,ISM_MUARAB_to_HARF
71,4,12,إِذَا,إذا,اللَّهِ,جَاءَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
71,5,2,رَبِّ,رب,قَالَ,إِنِّي,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
