sura,verse,word_no,word,truth_root,category,v2_top1_wazn,v2_top1_root,v2_top1_conf,v2_top3_roots,top1_ok,top3_ok
3,180,9,فَضْلِهِ,فضل,sound,فَعْلَة,فضل,0.977,فضل | فضل | فضل,yes,yes
3,180,10,هُوَ,هو,other,,,0.000,,no,no
3,180,11,خَيْرَاً,,no_truth,فَعَلَ,خور,0.956,خور | خور | خور,,
3,180,12,لَهُمْ,,no_truth,فَعُل,لهم,1.000,لهم | لهم | لهم,,
3,180,13,بَلْ,,no_truth,,,0.000,,,
3,180,14,هُوَ,هو,other,,,0.000,,no,no
3,180,15,شَرٌّ,شرر,geminate_sound,فَعْل,شرر,0.973,شرر | شرر | شرر,yes,yes
3,180,16,لَهُمْ,,no_truth,فَعُل,لهم,1.000,لهم | لهم | لهم,,
3,180,17,سَيُطَوَّقُونَ,طوق,weak,سَيُفْعَل,طوق,0.638,طوق | طوق | طوق,yes,yes
3,180,18,مَا,ما,other,,,0.000,,no,no
3,180,19,بَخِلُوا,بخل,sound,فَعُول,خلو,0.982,خلو | خلي | خلو,no,no
3,180,20,بِهِ,ب,other,,,0.000,,no,no
3,180,21,يَوْمَ,يوم,weak,فَعَلَ,يوم,1.000,يوم | يوم | يوم,yes,yes
3,180,22,الْقِيَامَةِ,قوم,weak,فِعَالَة,قوم,0.998,قوم | قوم | قوم,yes,yes
3,180,23,وَلِلَّهِ,,no_truth,وَلِلَّهِ,ءله,1.000,ءله,,
3,180,24,مِيرَاثُ,ورث,weak,فِيعَال,مرث,0.973,مرث | ريث | روث,no,no
3,180,25,السَّمَاوَاتِ,سمو,weak,فَعَال,سمو,0.851,سمو | سمو | سمو,yes,yes
3,180,26,وَالْأَرْضِ,,no_truth,فَعْل,ءرض,0.880,ءرض | ءرض | ءرض,,
3,180,27,وَاللَّهُ,ءله,hamza_sound,وَاللَّهُ,ءله,1.000,ءله,yes,yes
3,180,28,بِمَا,ما,other,فِعَل,بما,1.000,بما | بما | بما,no,no
3,180,29,تَعْمَلُونَ,عمل,sound,تَفْعَل,عمل,0.957,عمل | عمل | عمل,yes,yes
3,180,30,خَبِيرٌ,خبر,sound,فَعِيل,خبر,1.000,خبر | خبر | خبر,yes,yes
3,181,1,لَقَدْ,,no_truth,فَعَل,لقد,0.900,لقد | لقد | لقد,,
3,181,2,سَمِعَ,سمع,sound,فَعَلَ,سمع,1.000,سمع | سمع | سمع,yes,yes
3,181,3,اللَّهُ,ءله,hamza_sound,اللَّهُ,ءله,1.000,ءله,yes,yes
3,181,4,قَوْلَ,قول,weak,فَعَلَ,قول,1.000,قول | قيل | قول,yes,yes
3,181,5,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
3,181,6,قَالُوا,قول,weak,فَاعُول,قلا,1.000,قلا | قلو | قلي,no,no
3,181,7,إِنَّ,ءن,other,فِعْل,ءنن,0.846,ءنن | ءنن | ءنن,no,no
3,181,8,اللَّهَ,ءله,hamza_sound,اللَّهَ,ءله,1.000,ءله,yes,yes
3,181,9,فَقِيرٌ,فقر,sound,فَعِيل,فقر,1.000,فقر | فقر | قور,yes,yes
3,181,10,وَنَحْنُ,نحن,sound,فَعْل,نحن,0.931,نحن | نحن | نحن,yes,yes
3,181,11,أَغْنِيَاءُ,غني,weak,أَفْعِلَاء,غني,0.983,غني | غين | غني,yes,yes
3,181,12,سَنَكْتُبُ,كتب,sound,سَنَفْعُل,كتب,0.757,كتب | كتب | كتب,yes,yes
3,181,13,مَا,ما,other,,,0.000,,no,no
3,181,14,قَالُوا,قول,weak,فَاعُول,قلا,1.000,قلا | قلو | قلي,no,no
3,181,15,وَقَتْلَهُمُ,قتل,sound,فَعَلَ,قتل,0.828,قتل | قتل | قتل,yes,yes
3,181,16,الْأَنْبِيَاءَ,,no_truth,أَفْعِلَاء,نبو,0.908,نبو | نيب | نوب,,
3,181,17,بِغَيْرِ,غير,weak,فَعْل,غور,0.956,غور | غير | وغر,no,yes
3,181,18,حَقٍّ,حقق,geminate_sound,فَعْل,حقق,0.973,حقق | حقق | حقق,yes,yes
3,181,19,وَنَقُولُ,قول,weak,فَعُول,نقل,0.957,نقل | نقل | نقل,no,no
3,181,20,ذُوقُوا,ذوق,weak,فُعْلُول,ذوقا,0.846,ذوقا | ذوقو | ذوقو,no,no
3,181,21,عَذَابَ,عذب,sound,فَعَال,عذب,1.000,عذب | عذب | عذب,yes,yes
3,181,22,الْحَرِيقِ,حرق,sound,فَعِيل,حرق,0.957,حرق | حرق | حرق,yes,yes
3,182,1,ذَلِكَ,ذلك,sound,ذَلِكَ,ذلك,1.000,ذلك,,
3,182,2,بِمَا,ما,other,فِعَل,بما,1.000,بما | بما | بما,no,no
3,182,3,قَدَّمَتْ,,no_truth,فَعْلَل,قدمت,0.765,قدمت | قدم | قدم,,
3,182,4,أَيْدِيكُمْ,,no_truth,أَفْعِل,يدي,1.000,يدي | يدي | يدي,,
3,182,5,وَأَنَّ,ءن,other,فَعَلَ,وءن,1.000,وءن | ءين | ءني,no,no
3,182,6,اللَّهَ,ءله,hamza_sound,اللَّهَ,ءله,1.000,ءله,yes,yes
3,182,7,لَيْسَ,ليس,weak,فَعَلَ,ليس,1.000,ليس | لوس | ليس,yes,yes
3,182,8,بِظَلَّامٍ,,no_truth,فَعَال,ظلم,0.957,ظلم | ظلم | ظلم,,
3,182,9,لِلْعَبِيدِ,,no_truth,فَعِيل,عبد,0.936,عبد | عبد | عبد,,
3,183,1,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
3,183,2,قَالُوا,قول,weak,فَاعُول,قلا,1.000,قلا | قلو | قلي,no,no
3,183,3,إِنَّ,ءن,other,فِعْل,ءنن,0.846,ءنن | ءنن | ءنن,no,no
3,183,4,اللَّهَ,ءله,hamza_sound,اللَّهَ,ءله,1.000,ءله,yes,yes
3,183,5,عَهِدَ,عهد,sound,فَعَلَ,عهد,1.000,عهد | عهد | عهد,yes,yes
3,183,6,إِلَيْنَا,ءلي,weak,فِعَل,ءلو,0.956,ءلو | ءلي | لون,no,yes
3,183,7,أَلَّا,,no_truth,فَعل,ءلو,1.000,ءلو | ءلي | ءلا,,
3,183,8,نُؤْمِنَ,,no_truth,نُفْعِل,ءمن,0.957,ءمن | ءمن | ءمن,,
3,183,9,لِرَسُولٍ,,no_truth,فَعُول,رسل,0.957,رسل | رسل | رسل,,
3,183,10,حَتَّى,حتي,weak,فَعل,حتى,1.000,حتى | حتى | حتى,yes,yes
3,183,11,يَأْتِيَنَا,,no_truth,يَفْعِل,ءتي,0.862,ءتي | ءتي | ءتي,,
3,183,12,بِقُرْبَانٍ,قرب,sound,فَعْلَان,قرب,0.911,قرب | قرب | قربن,yes,yes
3,183,13,تَأْكُلُهُ,ءكل,hamza_sound,تَفْعُل,ءكل,0.957,ءكل | ءكل | ءكل,yes,yes
3,183,14,النَّارُ,نور,weak,فَعل,نور,0.956,نور | نير | نور,yes,yes
3,183,15,قُلْ,,no_truth,,,0.000,,,
3,183,16,قَدْ,,no_truth,,,0.000,,,
3,183,17,جَاءَكُمْ,,no_truth,فَعل,جيء,0.956,جيء | جيء | جيء,,
3,183,18,رُسُلٌ,,no_truth,فُعُل,رسل,1.000,رسل | رسل | رسل,,
3,183,19,مِنْ,,no_truth,,,0.000,,,
3,183,20,قَبْلِي,قبل,sound,فَعْل,قبل,0.931,قبل | قبلي | قبلي,yes,yes
3,183,21,بِالْبَيِّنَاتِ,بين,weak,فَيْعَال,بنت,0.673,بنت | بينت | بنت,no,no
3,183,22,وَبِالَّذِي,ءلل,geminate_sound,فِاعَل,بلذ,0.740,بلذ | بلذ | وبلذ,no,no
3,183,23,قُلْتُمْ,,no_truth,فُعْلُل,قلتم,0.832,قلتم | قلتم | قلتم,,
3,183,24,فَلِمَ,لم,other,فَعِلَ,فلم,1.000,فلم | فلم | فلم,no,no
3,183,25,قَتَلْتُمُوهُمْ,,no_truth,فَعَلْتُمُو,قتل,0.724,قتل | قتل | قتل,,
3,183,26,إِنْ,,no_truth,,,0.000,,,
3,183,27,كُنْتُمْ,,no_truth,فُعْلُل,كنتم,0.832,كنتم | كنتم | كنتم,,
3,183,28,صَادِقِينَ,صدق,sound,فَاعِل,صدق,0.957,صدق | صدق | صدق,yes,yes
3,184,1,فَإِنْ,,no_truth,فَعِل,فءن,0.900,فءن | فءن | فءن,,
3,184,2,كَذَّبُوكَ,كذب,sound,فَعُل,ذوب,0.880,ذوب | ذبك | ذبك,no,no
3,184,3,فَقَدْ,,no_truth,فَعَل,فقد,1.000,فقد | فقد | فقد,,
3,184,4,كُذِّبَ,كذب,sound,فَعِلَ,كذب,1.000,كذب | كذب | كذب,yes,yes
3,184,5,رُسُلٌ,,no_truth,فُعُل,رسل,1.000,رسل | رسل | رسل,,
3,184,6,مِنْ,,no_truth,,,0.000,,,
3,184,7,قَبْلِكَ,قبل,sound,فَعْل,قبل,0.931,قبل | قبل | قبل,yes,yes
3,184,8,جَاءُوا,جيء,weak,فَاعُول,جءا,1.000,جءا | وجء | جيء,no,yes
3,184,9,بِالْبَيِّنَاتِ,بين,weak,فَيْعَال,بنت,0.673,بنت | بينت | بنت,no,no
3,184,10,وَالزُّبُرِ,زبر,sound,فُعُل,زبر,0.880,زبر | زبر | زبر,yes,yes
3,184,11,وَالْكِتَابِ,كتب,sound,فِعَال,كتب,0.904,كتب | كتب | كتب,yes,yes
3,184,12,الْمُنِيرِ,نور,weak,مُفِعْل,نور,0.903,نور | نير | نور,yes,yes
3,185,1,كُلُّ,كل,other,فُعْل,كلل,0.973,كلل | كلل | كلل,no,no
3,185,2,نَفْسٍ,نفس,sound,فَعْل,نفس,1.000,نفس | نفس | نفس,yes,yes
3,185,3,ذَائِقَةُ,ذوق,weak,فَاعِلَة,ذءق,0.940,ذءق | ذءق | ذاءق,no,no
3,185,4,الْمَوْتِ,موت,weak,فَعْل,موت,0.931,موت | متو | متي,yes,yes
3,185,5,وَإِنَّمَا,ءن,other,فَعَلَ,ءنم,1.000,ءنم | ءنم | نمو,no,no
3,185,6,تُوَفَّوْنَ,وفي,weak,تُفَعْل,فوف,0.916,فوف | فوف | فوف,no,no
3,185,7,أُجُورَكُمْ,,no_truth,فُعُول,ءجر,0.957,ءجر | ءجر | ءجر,,
3,185,8,يَوْمَ,يوم,weak,فَعَلَ,يوم,1.000,يوم | يوم | يوم,yes,yes
3,185,9,الْقِيَامَةِ,قوم,weak,فِعَالَة,قوم,0.998,قوم | قوم | قوم,yes,yes
3,185,10,فَمَنْ,,no_truth,فَعَل,فمن,0.900,فمن | فمن | فمن,,
3,185,11,زُحْزِحَ,زحزح,quadriliteral,فُعْلِل,زحزح,0.957,زحزح | زحزح | زحزح,yes,yes
3,185,12,عَنِ,عن,other,,,0.000,,no,no
3,185,13,النَّارِ,نور,weak,فَعل,نور,0.956,نور | نير | نور,yes,yes
3,185,14,وَأُدْخِلَ,دخل,sound,فُعْلِل,ءدخل,0.974,ءدخل | دخل | دخل,no,yes
3,185,15,الْجَنَّةَ,جنن,geminate_sound,الْجَنَّةَ,N/A,1.000,N/A,,
3,185,16,فَقَدْ,,no_truth,فَعَل,فقد,1.000,فقد | فقد | فقد,,
3,185,17,فَازَ,فوز,weak,فَعل,فوز,1.000,فوز | فوز | فوز,yes,yes
3,185,18,وَمَا,ما,other,فَعَل,وما,1.000,وما | وما | وما,no,no
3,185,19,الْحَيَاةُ,حيي,weak,فَعَلَة,حيي,0.903,حيي | حيي | حيي,yes,yes
3,185,20,الدُّنْيَا,دنو,weak,فُعَيْل,دنو,0.903,دنو | دنو | ودن,yes,yes
3,185,21,إِلَّا,,no_truth,فَعَل,ءلو,1.000,ءلو | ءلي | ءلو,,
3,185,22,مَتَاعُ,متع,sound,فَعَال,متع,1.000,متع | متع | متع,yes,yes
3,185,23,الْغُرُورِ,غرر,geminate_sound,فُعُول,غرر,0.957,غرر | غرر | غرر,yes,yes
3,186,1,لَتُبْلَوُنَّ,بلو,weak,فُعْل,تبل,0.720,تبل | تبلن | بلون,no,no
3,186,2,فِي,في,other,,,0.000,,no,no
3,186,3,أَمْوَالِكُمْ,,no_truth,أَفْعَال,ميل,0.998,ميل | مول | ميل,,
3,186,4,وَأَنْفُسِكُمْ,,no_truth,أَفْعُل,نفس,0.851,نفس | ءنفس | ءنفس,,
3,186,5,وَلَتَسْمَعُنَّ,,no_truth,,,0.000,,,
3,186,6,مِنَ,م,other,,,0.000,,no,no
3,186,7,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
3,186,8,أُوتُوا,,no_truth,فُعْلُول,ءوتا,0.846,ءوتا | وتو | وتو,,
3,186,9,الْكِتَابَ,كتب,sound,فِعَال,كتب,0.957,كتب | كتب | كتب,yes,yes
3,186,10,مِنْ,,no_truth,,,0.000,,,
3,186,11,قَبْلِكُمْ,,no_truth,فَعْل,قبل,0.931,قبل | قبل | قبل,,
3,186,12,وَمِنَ,م,other,فَعِلَ,ومن,1.000,ومن | مون | مين,no,no
3,186,13,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
3,186,14,أَشْرَكُوا,شرك,sound,أَفْعَلُو,شرك,0.724,شرك | شركا | شرك,yes,yes
3,186,15,أَذَىً,,no_truth,فَعَل,ءذي,1.000,ءذي | ءذي | ءذي,,
3,186,16,كَثِيرَاً,,no_truth,فَعِيل,كثر,0.957,كثر | كثر | ثور,,
3,186,17,وَإِنْ,,no_truth,فَعِل,ءين,0.990,ءين | ءني | ءين,,
3,186,18,تَصْبِرُوا,صبر,sound,تَفْعِلُو,صبر,0.724,صبر | صبرو | صبرا,yes,yes
3,186,19,وَتَتَّقُوا,وقي,weak,تَفَعُّل,تقو,0.800,تقو | تقو | تقو,no,no
3,186,20,فَإِنَّ,ءن,other,فَعِلَ,فءن,1.000,فءن | فءن | فءن,no,no
3,186,21,ذَلِكَ,ذلك,sound,ذَلِكَ,ذلك,1.000,ذلك,,
3,186,22,مِنْ,,no_truth,,,0.000,,,
3,186,23,عَزْمِ,عزم,sound,فَعْل,عزم,1.000,عزم | عزم | عزم,yes,yes
3,186,24,الْأُمُورِ,,no_truth,فُعُول,ءمر,0.957,ءمر | ءمر | ءمر,,
3,187,1,وَإِذْ,,no_truth,فَعِل,ءذي,0.990,ءذي | ءذي | ءذي,,
3,187,2,أَخَذَ,ءخذ,hamza_sound,فَعَل,ءخذ,1.000,ءخذ | ءخذ | ءخذ,yes,yes
3,187,3,اللَّهُ,ءله,hamza_sound,اللَّهُ,ءله,1.000,ءله,yes,yes
3,187,4,مِيثَاقَ,وثق,weak,مِفْعَال,يثق,0.880,يثق | مثق | ميثق,no,no
3,187,5,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
3,187,6,أُوتُوا,,no_truth,فُعْلُول,ءوتا,0.846,ءوتا | وتو | وتو,,
3,187,7,الْكِتَابَ,كتب,sound,فِعَال,كتب,0.957,كتب | كتب | كتب,yes,yes
3,187,8,لَتُبَيِّنُنَّهُ,بين,weak,تُفَعِّلَن,بين,0.567,بين | بينن | بني,yes,yes
3,187,9,لِلنَّاسِ,نوس,weak,فَعل,نوس,0.935,نوس | نسو | نسي,yes,yes
3,187,10,وَلَا,,no_truth,فَعل,ولي,1.000,ولي | ولا | ولي,,
3,187,11,تَكْتُمُونَهُ,كتم,sound,,,0.000,,no,no
3,187,12,فَنَبَذُوهُ,نبذ,sound,نَفَّعِل,بذو,0.666,بذو | بذو | نبذه,no,no
3,187,13,وَرَاءَ,وري,weak,فَعَال,ورء,1.000,ورء | ورء | ورء,no,no
3,187,14,ظُهُورِهِمْ,,no_truth,فُعُول,ظهر,0.957,ظهر | ظهر | ظهر,,
3,187,15,وَاشْتَرَوْا,شري,weak,افْتَعَل,شري,0.621,شري | شري | شري,yes,yes
3,187,16,بِهِ,ب,other,,,0.000,,no,no
3,187,17,ثَمَنَاً,,no_truth,فَعَلَ,ثمن,1.000,ثمن | ثمن | ثمن,,
3,187,18,قَلِيلَاً,,no_truth,فَعِيل,قلل,0.957,قلل | قلل | قلو,,
3,187,19,فَبِئْسَ,بءس,hamza_sound,فِعْل,بءس,0.931,بءس | بءس | بءس,yes,yes
3,187,20,مَا,ما,other,,,0.000,,no,no
3,187,21,يَشْتَرُونَ,شري,weak,يَفْعَلُ,شتر,0.810,شتر | يشتر | شتر,no,no
3,188,1,لَا,,no_truth,,,0.000,,,
3,188,2,تَحْسَبَنَّ,حسب,sound,تَفْعَلِل,حسبن,0.792,حسبن | حسب | حسبن,no,yes
3,188,3,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
3,188,4,يَفْرَحُونَ,فرح,sound,يَفْعَلُ,فرح,0.931,فرح | فرح | فرح,yes,yes
3,188,5,بِمَا,ما,other,فِعَل,بما,1.000,بما | بما | بما,no,no
3,188,6,أَتَوْا,,no_truth,فَعُول,ءتي,1.000,ءتي | ءتي | توا,,
3,188,7,وَيُحِبُّونَ,حبب,geminate_sound,فُعِل,حوب,0.792,حوب | حوب | يحب,no,no
3,188,8,أَنْ,,no_truth,,,0.000,,,
3,188,9,يُحْمَدُوا,حمد,sound,يُفْعَلُو,حمد,0.724,حمد | حمدا | حمد,yes,yes
3,188,10,بِمَا,ما,other,فِعَل,بما,1.000,بما | بما | بما,no,no
3,188,11,لَمْ,,no_truth,,,0.000,,,
3,188,12,يَفْعَلُوا,فعل,sound,يَفْعَلُو,فعل,0.724,فعل | فعلا | فعل,yes,yes
3,188,13,فَلَا,,no_truth,فَعل,فلو,1.000,فلو | فلي | فلا,,
3,188,14,تَحْسَبَنَّهُمْ,,no_truth,تَفْعَلِل,حسبن,0.713,حسبن | حسب | حسبن,,
3,188,15,بِمَفَازَةٍ,فوز,weak,مَفَعْلَة,فوز,0.935,فوز | وفز | فوز,yes,yes
3,188,16,مِنَ,م,other,,,0.000,,no,no
3,188,17,الْعَذَابِ,عذب,sound,فَعَال,عذب,0.957,عذب | عذب | عذب,yes,yes
3,188,18,وَلَهُمْ,,no_truth,فَعُل,لهم,0.931,لهم | لهم | لهم,,
3,188,19,عَذَابٌ,عذب,sound,فَعَال,عذب,1.000,عذب | عذب | عذب,yes,yes
3,188,20,أَلِيمٌ,ءلم,hamza_sound,فَعِيل,ءلم,1.000,ءلم | لوم | لمي,yes,yes
3,189,1,وَلِلَّهِ,,no_truth,وَلِلَّهِ,ءله,1.000,ءله,,
3,189,2,مُلْكُ,ملك,sound,مُلْكُ,N/A,1.000,N/A,,
3,189,3,السَّمَاوَاتِ,سمو,weak,فَعَال,سمو,0.851,سمو | سمو | سمو,yes,yes
3,189,4,وَالْأَرْضِ,,no_truth,فَعْل,ءرض,0.880,ءرض | ءرض | ءرض,,
3,189,5,وَاللَّهُ,ءله,hamza_sound,وَاللَّهُ,ءله,1.000,ءله,yes,yes
3,189,6,عَلَى,علي,weak,فَعل,على,1.000,على | علو | على,yes,yes
3,189,7,كُلِّ,كل,other,فُعْل,كلل,0.973,كلل | كلل | كلل,no,no
3,189,8,شَيْءٍ,شيء,weak,فَعْل,شيء,1.000,شيء | شيء | شيء,yes,yes
3,189,9,قَدِيرٌ,قدر,sound,فَعِيل,قدر,1.000,قدر | قدر | قدر,yes,yes
3,190,1,إِنَّ,ءن,other,فِعْل,ءنن,0.846,ءنن | ءنن | ءنن,no,no
3,190,2,فِي,في,other,,,0.000,,no,no
3,190,3,خَلْقِ,,no_truth,فَعْل,خلق,1.000,خلق | خلق | خلق,,
3,190,4,السَّمَاوَاتِ,سمو,weak,فَعَال,سمو,0.851,سمو | سمو | سمو,yes,yes
3,190,5,وَالْأَرْضِ,,no_truth,فَعْل,ءرض,0.880,ءرض | ءرض | ءرض,,
3,190,6,وَاخْتِلَافِ,,no_truth,افتِعَال,خلف,0.931,خلف | خلف | خلف,,
3,190,7,اللَّيْلِ,,no_truth,فَعْل,ليل,0.931,ليل | يلل | ليل,,
3,190,8,وَالنَّهَارِ,نهر,sound,فَعَال,نهر,0.904,نهر | نهر | نهر,yes,yes
3,190,9,لَآيَاتٍ,,no_truth,فَاعَال,ءتي,1.000,ءتي | ءوي | ءيي,,
3,190,10,لِأُولِي,,no_truth,فُعل,ءول,1.000,ءول | ولي | ءولي,,
3,190,11,الْأَلْبَابِ,,no_truth,أَفْعَال,لبب,0.973,لبب | لبب | لبب,,
3,191,1,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
3,191,2,يَذْكُرُونَ,,no_truth,يَفْعُلُ,ذكر,0.931,ذكر | ذكر | ذكر,,
3,191,3,اللَّهَ,ءله,hamza_sound,اللَّهَ,ءله,1.000,ءله,yes,yes
3,191,4,قِيَامَاً,,no_truth,فِعَال,قوم,0.982,قوم | قوم | وقم,,
3,191,5,وَقُعُودَاً,,no_truth,فُعُول,قعد,0.851,قعد | قعد | قعد,,
3,191,6,وَعَلَى,علي,weak,فَعْلَى,وعل,1.000,وعل | على | علو,no,yes
3,191,7,جُنُوبِهِمْ,,no_truth,فُعُول,جنب,0.957,جنب | جنب | جنب,,
3,191,8,وَيَتَفَكَّرُونَ,فكر,sound,يَتَفَعَّل,فكر,0.605,فكر,yes,yes
3,191,9,فِي,في,other,,,0.000,,no,no
3,191,10,خَلْقِ,,no_truth,فَعْل,خلق,1.000,خلق | خلق | خلق,,
3,191,11,السَّمَاوَاتِ,سمو,weak,فَعَال,سمو,0.851,سمو | سمو | سمو,yes,yes
3,191,12,وَالْأَرْضِ,,no_truth,فَعْل,ءرض,0.880,ءرض | ءرض | ءرض,,
3,191,13,رَبَّنَا,ربب,geminate_sound,فَعَلَ,ربب,0.931,ربب | ربب | ربب,yes,yes
3,191,14,مَا,ما,other,,,0.000,,no,no
3,191,15,خَلَقْتَ,خلق,sound,فَعَلْت,خلق,0.745,خلق | خلق | خلقت,yes,yes
3,191,16,هَذَا,هذا,weak,هَذَا,هذا,1.000,هذا,,
3,191,17,بَاطِلَاً,,no_truth,فَاعِل,بطل,0.957,بطل | بطل | بطل,,
3,191,18,سُبْحَانَكَ,سبح,sound,فَعْلَان,سبح,0.911,سبح | سبح | سبحن,yes,yes
3,191,19,فَقِنَا,وقي,weak,فِعَل,قنو,1.000,قنو | قني | يقن,no,no
3,191,20,عَذَابَ,عذب,sound,فَعَال,عذب,1.000,عذب | عذب | عذب,yes,yes
3,191,21,النَّارِ,نور,weak,فَعل,نور,0.956,نور | نير | نور,yes,yes
3,192,1,رَبَّنَا,ربب,geminate_sound,فَعَلَ,ربب,0.931,ربب | ربب | ربب,yes,yes
3,192,2,إِنَّكَ,ءن,other,فَعَلَ,ءنك,0.900,ءنك | ءنك | ءنن,no,no
3,192,3,مَنْ,,no_truth,,,0.000,,,
3,192,4,تُدْخِلِ,دخل,sound,تُفْعِل,دخل,1.000,دخل | دخل | دخل,yes,yes
3,192,5,النَّارَ,نور,weak,فَعل,نور,0.956,نور | نير | نور,yes,yes
3,192,6,فَقَدْ,,no_truth,فَعَل,فقد,1.000,فقد | فقد | فقد,,
3,192,7,أَخْزَيْتَهُ,خزي,weak,فُعَيْلَة,خزت,0.774,خزت | خزو | خزي,no,yes
3,192,8,وَمَا,ما,other,فَعَل,وما,1.000,وما | وما | وما,no,no
3,192,9,لِلظَّالِمِينَ,,no_truth,فَاعِل,ظلم,0.851,ظلم | ظلم | ظلم,,
3,192,10,مِنْ,,no_truth,,,0.000,,,
3,192,11,أَنْصَارٍ,,no_truth,أَنْصَارٍ,N/A,1.000,N/A,,
3,193,1,رَبَّنَا,ربب,geminate_sound,فَعَلَ,ربب,0.931,ربب | ربب | ربب,yes,yes
3,193,2,إِنَّنَا,ءن,other,أَفَعَل,نون,1.000,نون | نون | نون,no,no
3,193,3,سَمِعْنَا,سمع,sound,فَعِل,سمع,0.931,سمع | سمع | سمع,yes,yes
3,193,4,مُنَادِيَاً,,no_truth,مُفَاعِل,ندو,0.998,ندو | ندو | ندو,,
3,193,5,يُنَادِي,ندو,weak,فَاعِل,ندو,1.000,ندو | نود | ندو,yes,yes
3,193,6,لِلْإِيمَانِ,,no_truth,إِفعَال,يمن,0.951,يمن | مين | مون,,
3,193,7,أَنْ,,no_truth,,,0.000,,,
3,193,8,آمِنُوا,,no_truth,فَاعِلُو,ءمن,0.724,ءمن | مون | مين,,
3,193,9,بِرَبِّكُمْ,,no_truth,فِعَل,برب,0.810,برب | برب | برب,,
3,193,10,فَآمَنَّا,,no_truth,فَاعَل,ءمن,1.000,ءمن | ءمن | ءمن,,
3,193,11,رَبَّنَا,ربب,geminate_sound,فَعَلَ,ربب,0.931,ربب | ربب | ربب,yes,yes
3,193,12,فَاغْفِرْ,,no_truth,افْعِل,غفر,0.957,غفر | غفر | غفر,,
3,193,13,لَنَا,لنا,weak,فَعل,لنا,1.000,لنا | لنا | لنا,yes,yes
3,193,14,ذُنُوبَنَا,ذنب,sound,فُعُول,ذنب,0.957,ذنب | ذنب | ذنب,yes,yes
3,193,15,وَكَفِّرْ,,no_truth,فَعِل,كفر,0.931,كفر | كفر | كفر,,
3,193,16,عَنَّا,عن,other,فَعَل,عنا,1.000,عنا | عون | عين,no,no
3,193,17,سَيِّئَاتِنَا,سوء,weak,فَيْعَال,سءت,0.820,سءت | سءت | سيءت,no,no
3,193,18,وَتَوَفَّنَا,وفي,weak,تَفَعَّل,فين,0.814,فين | فني | توف,no,no
3,193,19,مَعَ,مع,other,,,0.000,,no,no
3,193,20,الْأَبْرَارِ,,no_truth,أَفْعَال,برر,0.973,برر | برر | برر,,
3,194,1,رَبَّنَا,ربب,geminate_sound,فَعَلَ,ربب,0.931,ربب | ربب | ربب,yes,yes
3,194,2,وَآتِنَا,,no_truth,فَعل,ءتي,1.000,ءتي | ءتن | ءات,,
3,194,3,مَا,ما,other,,,0.000,,no,no
3,194,4,وَعَدْتَنَا,,no_truth,فَعَلَ,عدت,0.720,عدت | عدت | عدت,,
3,194,5,عَلَى,علي,weak,فَعل,على,1.000,على | علو | على,yes,yes
3,194,6,رُسُلِكَ,,no_truth,فُعُل,رسل,0.931,رسل | رسل | رسل,,
3,194,7,وَلَا,,no_truth,فَعل,ولي,1.000,ولي | ولا | ولي,,
3,194,8,تُخْزِنَا,خزي,weak,تُفْعِل,خزن,0.957,خزن | خزن | خزن,no,no
3,194,9,يَوْمَ,يوم,weak,فَعَلَ,يوم,1.000,يوم | يوم | يوم,yes,yes
3,194,10,الْقِيَامَةِ,قوم,weak,فِعَالَة,قوم,0.998,قوم | قوم | قوم,yes,yes
3,194,11,إِنَّكَ,ءن,other,فَعَلَ,ءنك,0.900,ءنك | ءنك | ءنن,no,no
3,194,12,لَا,,no_truth,,,0.000,,,
3,194,13,تُخْلِفُ,خلف,sound,تُفْعِل,خلف,1.000,خلف | خلف | خلف,yes,yes
3,194,14,الْمِيعَادَ,وعد,weak,فِيعَال,معد,0.876,معد | عود | عدو,no,no
3,195,1,فَاسْتَجَابَ,جوب,weak,اسْتَفَعْل,جوب,0.860,جوب | جيب | جوب,yes,yes
3,195,2,لَهُمْ,,no_truth,فَعُل,لهم,1.000,لهم | لهم | لهم,,
3,195,3,رَبُّهُمْ,,no_truth,فَعْل,ربب,0.931,ربب | ربب | ربب,,
3,195,4,أَنِّي,ءن,other,فَعل,ءني,1.000,ءني | ءني | ءني,no,no
3,195,5,لَا,,no_truth,,,0.000,,,
3,195,6,أُضِيعُ,ضيع,weak,أَفِعل,ضيع,0.977,ضيع | ضيع | ضيع,yes,yes
3,195,7,عَمَلَ,عمل,sound,فَعَل,عمل,1.000,عمل | عمل | عمل,yes,yes
3,195,8,عَامِلٍ,عمل,sound,فَاعِل,عمل,1.000,عمل | عمل | عمل,yes,yes
