word,count,pred,truth,category
بِعَرْشِهَا,1,ب | عرش | ها,ب | عرشه | ها,wrong_content
يَأْتُونِي,1,ي | أتو | ني,ي | أت | و | ن | ي,too_few_segments
لِيَبْلُوَنِي,1,ل | ي | بلو | ني,ل | ي | بلو | ن | ي,too_few_segments
أَأَشْكُرُ,1,أ | أشكر,أ | أ | شكر,too_few_segments
أَكْفُرُ,1,أكفر,أ | كفر,too_few_segments
نَكِّرُوا,1,ن | كر | وا,نكر | وا,too_many_segments
أَتَهْتَدِي,1,أ | ت | هتد | ي,أ | ت | هتدي,too_many_segments
أَهَكَذَا,1,أهكذا,أ | ه | ك | ذا,too_few_segments
ادْخُلِي,1,ادخل | ي,ا | دخل | ي,too_few_segments
سَاقَيْهَا,1,ساقي | ها,ساق | ي | ها,too_few_segments
فَرِيقَانِ,1,ف | ريقان,فريق | ان,wrong_content
تَسْتَغْفِرُونَ,1,ت | ستغفر | ون,ت | ستغفر | و | ن,too_few_segments
تِسْعَةُ,1,ت | سع | ة,تسع | ة,too_many_segments
تَقَاسَمُوا,1,ت | قاسم | وا,تقاسم | وا,too_many_segments
لَنُبَيِّتَنَّهُ,1,لنبي | تن | ه,ل | ن | بيت | ن | ه,too_few_segments
لَنَقُولَنَّ,1,لنقولن,ل | ن | قول | ن,too_few_segments
مَهْلِكَ,1,مهل | ك,مهلك,too_many_segments
وَقَوْمَهُمْ,1,و | قوم | هم,و | قوم | مهم,wrong_content
بُيُوتُهُمْ,1,بيو | ة | هم,بيوت | هم,too_many_segments
ادَّارَكَ,1,ادار | ك,ادارك,too_many_segments
لَمُخْرَجُونَ,1,لمخرج | ون,ل | مخرج | ون,too_few_segments
لَيَعْلَمُ,1,ليعلم,ل | ي | علم,too_few_segments
بِهَادِي,1,ب | هاد | ي,ب | هادي,too_many_segments
أَمَّاذَا,1,أماذا,أ | ماذا,too_few_segments
أَتَوْهُ,1,أ | توه,أت | و | ه,too_few_segments
فَكُبَّتْ,1,ف | كبت,ف | كب | ت,too_few_segments
أَتْلُوَ,1,أتلو,أ | تلو,too_few_segments
فَتَعْرِفُونَهَا,1,ف | ت | عرفون | ها,ف | ت | عرف | و | ن | ها,too_few_segments
وَنُمَكِّنَ,1,و | ن | مك | كن,و | ن | مكن,too_many_segments
وَنُرِيَ,1,و | نري,و | ن | ري,too_few_segments
أَرْضِعِيهِ,1,أرضعي | ه,أ | رضع | ي | ه,too_few_segments
فَأَلْقِيهِ,1,ف | ألقي | ه,ف | ألق | ي | ه,too_few_segments
تَخَافِي,1,تخاف | ي,ت | خاف | ي,too_few_segments
رَادُّوهُ,1,رادو | ه,راد | و | ه,too_few_segments
وَجَاعِلُوهُ,1,و | جاعلو | ه,و | جاعل | و | ه,too_few_segments
فَالْتَقَطَهُ,1,ف | ال | تقط | ه,ف | التقط | ه,too_many_segments
تَقْتُلُوهُ,1,ت | قتلو | ه,ت | قتل | و | ه,too_few_segments
فُؤَادُ,1,ف | ؤاد,فؤاد,too_many_segments
لَتُبْدِي,1,لتبد | ي,ل | ت | بدي,too_few_segments
لِأُخْتِهِ,1,ل | أخ | ت | ه,ل | أخت | ه,too_many_segments
قُصِّيهِ,1,قصي | ه,قص | ي | ه,too_few_segments
يَكْفُلُونَهُ,1,ي | كفلون | ه,ي | كفل | و | ن | ه,too_few_segments
نَاصِحُونَ,1,ن | اصح | ون,ناصح | ون,too_many_segments
يَسْتَصْرِخُهُ,1,ي | ستصرخه,ي | ستصرخ | ه,too_few_segments
تَقْتُلَنِي,1,ت | قتل | ني,ت | قتل | ن | ي,too_few_segments
يَأْتَمِرُونَ,1,ي | أتمر | ون,ي | أتمر | و | ن,too_few_segments
لِيَقْتُلُوكَ,1,ل | ي | قتلو | ك,ل | ي | قتل | و | ك,too_few_segments
تَوَجَّهَ,1,ت | وج | ه,توجه,too_many_segments
يَهْدِيَنِي,1,ي | هدي | ني,ي | هدي | ن | ي,too_few_segments
وَرَدَ,1,و | رد,ورد,too_many_segments
امْرَأَتَيْنِ,1,ا | مرأت | ين,امرأ | ة | ين,wrong_content
تَذُودَانِ,1,تذودان,ت | ذود | ان,too_few_segments
وَأَبُونَا,1,و | أبو | نا,و | أب | نا,wrong_content
اسْتَأْجِرْهُ,1,استأجر | ه,ا | ستأجر | ه,too_few_segments
أُنْكِحَكَ,1,أنكح | ك,أ | نكح | ك,too_few_segments
ابْنَتَيَّ,1,ابنتي,ابن | ت | ي,too_few_segments
تَأْجُرَنِي,1,ت | أجر | ني,ت | أجر | ن | ي,too_few_segments
ثَمَانِيَ,1,ثما | ني,ثماني,too_many_segments
أَشُقَّ,1,أشق,أ | شق,too_few_segments
أَيَّمَا,1,أيما,أي | ما,too_few_segments
أَقْبِلْ,1,أقبل,أ | قبل,too_few_segments
فَذَانِكَ,1,ف | ذان | ك,ف | ذانك,too_many_segments
بُرْهَانَانِ,1,برهانان,برهان | ان,too_few_segments
يُصَدِّقُنِي,1,ي | صدق | ني,ي | صدق | ن | ي,too_few_segments
بِأَخِيكَ,1,ب | أخي | ك,ب | أخ | ي | ك,too_few_segments
فَأَوْقِدْ,1,ف | أوقد,ف | أ | وقد,too_few_segments
يَا هَامَانُ,1,يا |  هامان,يا | هامان,wrong_content
أَطَّلِعُ,1,أطلع,أ | طلع,too_few_segments
الْغَرْبِيِّ,1,ال | غربي,ال | غرب | ي,too_few_segments
نَادَيْنَا,1,ن | ادي | نا,نادي | نا,too_many_segments
سِحْرَانِ,1,سحران,سحر | ان,too_few_segments
أَتَّبِعْهُ,1,أتبع | ه,أ | تبع | ه,too_few_segments
وَصَّلْنَا,1,و | صل | نا,وصل | نا,too_many_segments
نَبْتَغِي,1,ن | بتغ | ي,ن | بتغي,too_many_segments
نَتَّبِعِ,1,نتبع,ن | تبع,too_few_segments
نُتَخَطَّفْ,1,نتخطف,ن | تخطف,too_few_segments
مَعِيشَتَهَا,1,معيش | ة | ها,معيش | ت | ها,wrong_content
وَزِينَتُهَا,1,و | زين | ة | ها,و | زين | ت | ها,wrong_content
وَعَدْنَاهُ,1,و | عد | نا | ه,وعد | نا | ه,too_many_segments
أَجَبْتُمُ,1,أ | جب | تم,أجب | تم,too_many_segments
لَتَنُوءُ,1,لتنوء,ل | ت | نوء,too_few_segments
تَنْسَ,1,تنس,ت | نس,too_few_segments
تَبْغِ,1,تبغ,ت | بغ,too_few_segments
أُوتِيتُهُ,1,أوتي | ة | ه,أوتي | ت | ه,wrong_content
زِينَتِهِ,1,زين | ة | ه,زين | ت | ه,wrong_content
وَيْكَأَنَّ,1,ويكأن,و | ي | كأن,too_few_segments
وَيْكَأَنَّهُ,1,ويكأن | ه,و | ي | كأن | ه,too_few_segments
لَرَادُّكَ,1,لراد | ك,ل | راد | ك,too_few_segments
يَصُدُّنَّكَ,1,ي | صدن | ك,ي | صد | ن | ك,too_few_segments
أَحَسِبَ,1,أحسب,أ | حسب,too_few_segments
فَلَيَعْلَمَنَّ,1,ف | ليعلمن,ف | ل | ي | علم | ن,too_few_segments
يَسْبِقُونَا,1,ي | سبقو | نا,ي | سبق | و | نا,too_few_segments
يُجَاهِدُ,1,يجاهد,ي | جاهد,too_few_segments
لَنُكَفِّرَنَّ,1,لنكفرن,ل | ن | كفر | ن,too_few_segments
لَنُدْخِلَنَّهُمْ,1,لندخلن | هم,ل | ن | دخل | ن | هم,too_few_segments
أُوذِيَ,1,أوذ | ي,أ | وذي,wrong_content
كَعَذَابِ,1,كعذاب,ك | عذاب,too_few_segments
وَلْنَحْمِلْ,1,ولنحمل,و | ل | ن | حمل,too_few_segments
وَلَيَحْمِلُنَّ,1,و | ليحملن,و | ل | ي | حمل | ن,too_few_segments
وَلَيُسْأَلُنَّ,1,و | ليسألن,و | ل | ي | سأل | ن,too_few_segments
وَتَخْلُقُونَ,1,و | ت | خلق | ون,و | ت | خلق | و | ن,too_few_segments
وَاعْبُدُوهُ,1,و | اعبدو | ه,و | ا | عبد | و | ه,too_few_segments
رَحْمَتِي,1,رحم | ة | ي,رحم | ت | ي,wrong_content
اقْتُلُوهُ,1,اقتلو | ه,ا | قتل | و | ه,too_few_segments
وَيَلْعَنُ,1,و | ي | ل | عن,و | ي | لعن,too_many_segments
مُهْلِكُو,1,مهلكو,مهلك | و,too_few_segments
لَنُنَجِّيَنَّهُ,1,لننجين | ه,ل | ن | نجي | ن | ه,too_few_segments
مُنَجُّوكَ,1,منجو | ك,منج | و | ك,too_few_segments
تَرَكْنَا,1,ت | رك | نا,ترك | نا,too_many_segments
فَكُلَّاً,1,فكل | ا,ف | كل | ا,too_few_segments
أَوْهَنَ,1,أو | هن,أوهن,too_many_segments
لَبَيْتُ,1,لبي | ت,ل | بيت,wrong_content
اتْلُ,1,اتل,ا | تل,too_few_segments
وَلَذِكْرُ,1,و | لذكر,و | ل | ذكر,too_few_segments
لَارْتَابَ,1,لارتاب,ل | ارتاب,too_few_segments
لَجَاءَهُمُ,1,لجاء | هم,ل | جاء | هم,too_few_segments
وَلَيَأْتِيَنَّهُمْ,1,و | ليأتين | هم,و | ل | ي | أتي | ن | هم,too_few_segments
يَسْتَعْجِلُونَكَ,1,ي | ستعجلونك,ي | ستعجل | ون | ك,too_few_segments
لَهْوٌ,1,ل | هو,لهو,too_many_segments
وَيُتَخَطَّفُ,1,و | يتخطف,و | ي | تخطف,too_few_segments
وَبِنِعْمَةِ,1,و | ب | ن | عم | ة,و | ب | نعم | ة,too_many_segments
لَنَهْدِيَنَّهُمْ,1,لنهدين | هم,ل | ن | هدي | ن | هم,too_few_segments
غُلِبَتِ,1,غلبت,غلب | ت,too_few_segments
لَكَافِرُونَ,1,لكافر | ون,ل | كافر | ون,too_few_segments
وَعَمَرُوهَا,1,و | عمرو | ها,و | عمر | و | ها,too_few_segments
عَمَرُوهَا,1,عمرو | ها,عمر | و | ها,too_few_segments
يَتَفَرَّقُونَ,1,ي | تفرق | ون,ي | تفرق | و | ن,too_few_segments
وَيُحْيِي,1,و | ي | حيي,و | ي | حيى,wrong_content
أَلْسِنَتِكُمْ,1,ألسن | ة | كم,ألسن | ت | كم,wrong_content
لِلْعَالِمِينَ,1,ل | ال | عالم | ين,ل | ل | عالم | ين,wrong_content
تَخَافُونَهُمْ,1,تخافون | هم,ت | خاف | ون | هم,too_few_segments
كَخِيفَتِكُمْ,1,كخيف | ة | كم,ك | خيف | ت | كم,too_few_segments
فِطْرَتَ,1,فطرت,فطر | ت,too_few_segments
يَتَكَلَّمُ,1,يتكلم,ي | تكلم,too_few_segments
رِبَاً,1,رب | ا,ربا,too_many_segments
يَصَّدَّعُونَ,1,ي | صدع | ون,ي | صدع | و | ن,too_few_segments
لَمُبْلِسِينَ,1,لمبلس | ين,ل | مبلس | ين,too_few_segments
فَرَأَوْهُ,1,ف | رأو | ه,ف | رأ | و | ه,too_few_segments
لَظَلُّوا,1,لظل | وا,ل | ظل | وا,too_few_segments
يَسْتَخِفَّنَّكَ,1,ي | ستخفنك,ي | ستخف | ن | ك,too_few_segments
يَشْتَرِي,1,ي | شتر | ي,ي | شتري,too_many_segments
لَهْوَ,1,ل | هو,لهو,too_many_segments
وَيَتَّخِذَهَا,1,و | يتخذ | ها,و | ي | تخذ | ها,too_few_segments
أُذُنَيْهِ,1,أذ | ني | ه,أذن | ي | ه,wrong_content
فَأَرُونِي,1,ف | أرو | ني,ف | أر | و | ن | ي,too_few_segments
يَعِظُهُ,1,يعظ | ه,ي | عظ | ه,too_few_segments
وَلِوَالِدَيْكَ,1,و | ل | والدي | ك,و | ل | والد | ي | ك,too_few_segments
وَانْهَ,1,و | انه,و | ا | نه,too_few_segments
صَوْتِكَ,1,صو | ت | ك,صوت | ك,too_many_segments
الْأَصْوَاتِ,1,ال | أصو | ات,ال | أصوات,too_many_segments
لَصَوْتُ,1,لصو | ت,ل | صوت,wrong_content
وَلَدِهِ,1,و | لده,ولد | ه,wrong_content
وَالِدِهِ,1,و | ال | ده,والد | ه,too_many_segments
نَسْلَهُ,1,ن | سله,نسل | ه,wrong_content
نَاكِسُو,1,ناكسو,ناكس | و,too_few_segments
فَارْجِعْنَا,1,ف | ارجع | نا,ف | ا | رجع | نا,too_few_segments
لَآتَيْنَا,1,لآتي | نا,ل | آتي | نا,too_few_segments
تَتَجَافَى,1,تتجافى,ت | تجافى,too_few_segments
أُخْفِيَ,1,أخف | ي,أخفي,too_many_segments
فَمَأْوَاهُمُ,1,ف | مأ | وا | هم,ف | مأوا | هم,too_many_segments
لِقَائِهِ,1,ل | قائ | ه,لقائ | ه,too_many_segments
زَاغَتِ,1,زاغت,زاغ | ت,too_few_segments
وَبَلَغَتِ,1,و | بلغت,و | بلغ | ت,too_few_segments
الظُّنُونَا,1,ال | ظنو | نا,ال | ظنون | ا,wrong_content
ابْتُلِيَ,1,ابتل | ي,ابتلي,too_many_segments
يَثْرِبَ,1,ي | ثرب,يثرب,too_many_segments
بُيُوتَنَا,1,بيو | ة | نا,بيوت | نا,too_many_segments
لَآتَوْهَا,1,لآتو | ها,ل | آت | و | ها,too_few_segments
تَلَبَّثُوا,1,تلبث | وا,ت | لبث | وا,too_few_segments
فَرَرْتُمْ,1,ف | رر | تم,فرر | تم,too_many_segments
سَلَقُوكُمْ,1,سلقو | كم,سلق | و | كم,too_few_segments
نَحْبَهُ,1,ن | حبه,نحب | ه,wrong_content
ظَاهَرُوهُمْ,1,ظاهرو | هم,ظاهر | و | هم,too_few_segments
تَطَئُوهَا,1,تطئو | ها,ت | طئ | و | ها,too_few_segments
فَتَعَالَيْنَ,1,ف | ت | عال | ين,ف | تعال | ين,too_many_segments
أُمَتِّعْكُنَّ,1,أمتع | كن,أ | متع | كن,too_few_segments
وَأُسَرِّحْكُنَّ,1,و | أسرح | كن,و | أ | سرح | كن,too_few_segments
كَأَحَدٍ,1,كأحد,ك | أحد,too_few_segments
اتَّقَيْتُنَّ,1,اتقي | تن,اتقي | ت | ن,too_few_segments
تَخْضَعْنَ,1,ت | خضعن,ت | خضع | ن,too_few_segments
وَقَرْنَ,1,و | قرن,و | قر | ن,too_few_segments
تَبَرَّجْنَ,1,ت | برجن,ت | برج | ن,too_few_segments
تَبَرُّجَ,1,ت | برج,تبرج,too_many_segments
وَأَقِمْنَ,1,و | أقمن,و | أ | قمن | ن,too_few_segments
وَآتِينَ,1,و | آت | ين,و | آتي | ن,wrong_content
وَأَطِعْنَ,1,و | أطعن,و | أ | طع | ن,too_few_segments
وَاذْكُرْنَ,1,و | اذكرن,و | ا | ذكر | ن,too_few_segments
لَطِيفَاً,1,ل | طيف | ا,لطيف | ا,too_many_segments
زَوَّجْنَاكَهَا,1,زوجناك | ها,زوج | نا | كها,too_few_segments
وَيَخْشَوْنَهُ,1,و | ي | خشون | ه,و | ي | خش | ون | ه,too_few_segments
وَخَاتَمَ,1,و | خا | تم,و | خاتم,too_many_segments
وَسَبِّحُوهُ,1,و | سبحو | ه,و | سبح | و | ه,too_few_segments
وَمَلَائِكَتُهُ,1,و | ملائك | ة | ه,و | ملائك | ت | ه,wrong_content
وَدَاعِيَاً,1,و | داعي | ا,و | اعي | ا,wrong_content
نَكَحْتُمُ,1,ن | كح | تم,نكح | تم,too_many_segments
تَعْتَدُّونَهَا,1,ت | عتدون | ها,ت | عتد | ون | ها,too_few_segments
فَمَتِّعُوهُنَّ,1,ف | متعو | هن,ف | متع | و | هن,too_few_segments
وَسَرِّحُوهُنَّ,1,و | سرحو | هن,و | سرح | و | هن,too_few_segments
هَاجَرْنَ,1,هاجرن,هاجر | ن,too_few_segments
وَامْرَأَةً,1,وامرأ | ة,و | امرأ | ة,too_few_segments
وَهَبَتْ,1,و | هب | ت,وهب | ت,too_many_segments
نَفْسَهَا,1,ن | فس | ها,نفس | ها,too_many_segments
يَسْتَنْكِحَهَا,1,ي | ستنكحها,ي | ستنكح | ها,too_few_segments
فَرَضْنَا,1,ف | رض | نا,فرض | نا,too_many_segments
يَحْزَنَّ,1,ي | حزن,ي | حزن | ن,too_few_segments
وَيَرْضَيْنَ,1,و | ي | رض | ين,و | ي | رضي | ن,wrong_content
آتَيْتَهُنَّ,1,آتي | ة | هن,آتي | ت | هن,wrong_content
نَاظِرِينَ,1,ن | اظر | ين,ناظر | ين,too_many_segments
سَأَلْتُمُوهُنَّ,1,سأل | تمو | هن,سأل | تم | و | هن,too_few_segments
فَاسْأَلُوهُنَّ,1,ف | اسألو | هن,ف | اسأل | و | هن,too_few_segments
وَاتَّقِينَ,1,و | اتق | ين,و | اتقي | ن,wrong_content
وَمَلَائِكَتَهُ,1,و | ملائك | ة | ه,و | ملائك | ت | ه,wrong_content
يُدْنِيْنَ,1,ي | دن | ين,ي | دني | ن,wrong_content
يُعْرَفْنَ,1,ي | عرفن,ي | عرف | ن,too_few_segments
يُؤْذَيْنَ,1,ي | ؤذ | ين,ي | ؤذي | ن,wrong_content
لَنُغْرِيَنَّكَ,1,لنغرين | ك,ل | ن | غري | ن | ك,too_few_segments
يُجَاوِرُونَكَ,1,يجاورون | ك,ي | جاور | ون | ك,too_few_segments
لَعَنَ,1,ل | عن,لعن,too_many_segments
الرَّسُولَا,1,ال | رسولا,ال | رسول | ا,too_few_segments
سَادَتَنَا,1,ساد | ة | نا,ساد | ت | نا,wrong_content
فَأَضَلُّونَا,1,ف | أضلو | نا,ف | أضل | و | نا,too_few_segments
السَّبِيلَا,1,ال | سبيلا,ال | سبيل | ا,too_few_segments
وَالْعَنْهُمْ,1,و | ال | عن | هم,و | ا | لعن | هم,wrong_content
لَعْنَاً,1,ل | عن | ا,لعن | ا,too_many_segments
فَأَبَيْنَ,1,ف | أب | ين,ف | أبي | ن,wrong_content
يَحْمِلْنَهَا,1,ي | حملن | ها,ي | حمل | ن | ها,too_few_segments
وَأَشْفَقْنَ,1,و | أشفقن,و | أشفق | ن,too_few_segments
لَتَأْتِيَنَّكُمْ,1,لتأتين | كم,ل | ت | أتي | ن | كم,too_few_segments
وَيَرَى,1,و | يرى,و | ي | رى,too_few_segments
أَفْتَرَى,1,أفترى,أ | فترى,too_few_segments
وَأَلَنَّا,1,و | ألن | نا,و | أل | نا,wrong_content
اعْمَلْ,1,ا | عمل,اعمل,too_many_segments
مِنْسَأَتَهُ,1,منسأ | ة | ه,منسأ | ت | ه,wrong_content
تَبَيَّنَتِ,1,تبينت,تبين | ت,too_few_segments
لِسَبَإٍ,1,ل | سبإ,ل | سبأ,wrong_content
مَسْكَنِهِمْ,1,مس | كن | هم,مسكن | هم,too_many_segments
وَرَبٌّ,1,ورب,و | رب,too_few_segments
سَيْلَ,1,س | يل,سيل,too_many_segments
بِجَنَّتَيْهِمْ,1,ب | جنتي | هم,ب | جن | ت | ي | هم,too_few_segments
نُجَازِي,1,نجاز | ي,ن | جازي,wrong_content
لَيَالِيَ,1,ليال | ي,ليالي,too_many_segments
فَاتَّبَعُوهُ,1,ف | اتبعو | ه,ف | اتبع | و | ه,too_few_segments
فُزِّعَ,1,ف | زع,فزع,too_many_segments
أَرُونِيَ,1,أرو | ني,أ | ر | و | ن | ي,too_few_segments
تَأْمُرُونَنَا,1,ت | أمرون | نا,ت | أمر | ون | نا,too_few_segments
يَدْرُسُونَهَا,1,ي | درسون | ها,ي | درس | ون | ها,too_few_segments
أَعِظُكُمْ,1,أعظ | كم,أ | عظ | كم,too_few_segments
فَزِعُوا,1,ف | زع | وا,فزع | وا,too_many_segments
فَوْتَ,1,فو | ت,فوت,too_many_segments
فُعِلَ,1,ف | عل,فعل,too_many_segments
مُمْسِكَ,1,ممس | ك,ممسك,too_many_segments
فَاتَّخِذُوهُ,1,ف | اتخذو | ه,ف | اتخذ | و | ه,too_few_segments
نَفْسُكَ,1,ن | فسك,نفس | ك,wrong_content
الْبَحْرَانِ,1,ال | بحران,ال | بحر | ان,too_few_segments
الْأَمْوَاتُ,1,ال | أمو | ات,ال | أموات,too_many_segments
تَبُورَ,1,تبور,ت | بور,too_few_segments
تَذَكَّرَ,1,ت | ذكر,تذكر,too_many_segments
بَيِّنَتٍ,1,بينت,بين | ت,too_few_segments
يَعِدُ,1,يعد,ي | عد,too_few_segments
تَزُولَا,1,تزولا,ت | زول | ا,too_few_segments
زَالَتَا,1,زالتا,زال | ت | ا,too_few_segments
لَيَكُونُنَّ,1,ليكونن,ل | ي | كون | ن,too_few_segments
تَنْزِيلَ,1,ت | نزيل,تنزيل,too_many_segments
لَمُرْسَلُونَ,1,لمرسل | ون,ل | مرسل | ون,too_few_segments
لَنَرْجُمَنَّكُمْ,1,لنرجمن | كم,ل | ن | رجم | ن | كم,too_few_segments
وَلَيَمَسَّنَّكُمْ,1,و | ليمسن | كم,و | ل | ي | مس | ن | كم,too_few_segments
أَئِنْ,1,أئن,أ | ئن,too_few_segments
أَأَتَّخِذُ,1,أ | أتخذ,أ | أ | تخذ,too_few_segments
يُرِدْنِ,1,يردن,ي | رد | ن,too_few_segments
فَاسْمَعُونِ,1,ف | ا | سمع | ون,ف | ا | سمع | و | ن,too_few_segments
ادْخُلِ,1,ادخل,ا | دخل,too_few_segments
الْعُيُونِ,1,ال | عي | ون,ال | عيون,too_many_segments
كَالْعُرْجُونِ,1,ك | ال | عرج | ون,ك | ال | عرجون,too_many_segments
يَرْكَبُونَ,1,ي | ركب | ون,ي | ركب | و | ن,too_few_segments
فَاكِهُونَ,1,ف | اكه | ون,فاكه | ون,too_many_segments
أَعْهَدْ,1,أعهد,أ | عهد,too_few_segments
اعْبُدُونِي,1,اعبدو | ني,ا | عبد | و | ن | ي,too_few_segments
وَتُكَلِّمُنَا,1,و | تكلم | نا,و | ت | كلم | نا,too_few_segments
لَطَمَسْنَا,1,لطمس | نا,ل | طمس | نا,too_few_segments
لَمَسَخْنَاهُمْ,1,لمسخ | نا | هم,ل | مسخ | نا | هم,too_few_segments
نَصْرَهُمْ,1,ن | صر | هم,نصر | هم,too_many_segments
تُوقِدُونَ,1,توقد | ون,ت | وقد | ون,too_few_segments
لَازِبٍ,1,ل | ازب,لازب,too_many_segments
وَيَسْخَرُونَ,1,و | ي | سخر | ون,و | ي | سخر | و | ن,too_few_segments
احْشُرُوا,1,ا | حشر | وا,احشر | وا,too_many_segments
فَاهْدُوهُمْ,1,ف | ا | هدو | هم,ف | ا | هد | و | هم,too_few_segments
وَقِفُوهُمْ,1,و | قفو | هم,و | قف | و | هم,too_few_segments
تَنَاصَرُونَ,1,ت | ناصر | ون,تناصر | ون,too_many_segments
تَأْتُونَنَا,1,ت | أتون | نا,ت | أت | ون | نا,too_few_segments
لَذَائِقُونَ,1,لذائق | ون,ل | ذائق | ون,too_few_segments
لَتَارِكُو,1,لتاركو,ل | تارك | و,too_few_segments
لَذَائِقُو,1,لذائقو,ل | ذائق | و,too_few_segments
لَمَدِينُونَ,1,لمدين | ون,ل | مدين | ون,too_few_segments
لَتُرْدِينِ,1,لترد | ين,ل | ت | ردي | ن,too_few_segments
نِعْمَةُ,1,ن | عم | ة,نعم | ة,too_many_segments
أَفَمَا,1,أفما,أ | ف | ما,too_few_segments
مَوْتَتَنَا,1,مو | ت | ة | نا,موت | ت | نا,too_many_segments
فَلْيَعْمَلِ,1,فليعمل,ف | ل | ي | عمل,too_few_segments
نَادَانَا,1,ن | ادا | نا,نادا | نا,too_many_segments
لَإِبْرَاهِيمَ,1,لإبراهيم,ل | إبراهيم,too_few_segments
أَئِفْكَاً,1,أئفك | ا,أ | ئفك | ا,too_few_segments
آلِهَتِهِمْ,1,آله | ة | هم,ال | آله | ت | هم,too_few_segments
أَذْبَحُكَ,1,أذبح | ك,أ | ذبح | ك,too_few_segments
افْعَلْ,1,ا | فعل,أب | افعل | ت,too_few_segments
أَسْلَمَا,1,أسلما,أسلم | ا,too_few_segments
لِلْجَبِينِ,1,ل | ال | جب | ين,ل | ال | جبين,too_many_segments
الْمُسْتَبِينَ,1,ال | مستب | ين,ال | مستبين,too_many_segments
إِنَّهُمَا,1,أن | هما,أن | ه | ما,too_few_segments
إِلْيَاسيْنَ,1,إلياس | ين,آل | ياسين,wrong_content
لَتَمُرُّونَ,1,لتمر | ون,ل | ت | مر | ون,too_few_segments
فَسَاهَمَ,1,ف | سا | هم,ف | ساهم,too_many_segments
فَالْتَقَمَهُ,1,ف | ال | تقم | ه,ف | التقم | ه,too_many_segments
يَقْطِينٍ,1,يقط | ين,يقطين,too_many_segments
أَلِرَبِّكَ,1,ألرب | ك,أ | ل | رب | ك,too_few_segments
أَصْطَفَى,1,أصطفى,أ | صطفى,too_few_segments
عَلِمَتِ,1,علمت,علم | ت,too_few_segments
بِفَاتِنِينَ,1,ب | فا | تن | ين,ب | فاتن | ين,too_many_segments
كَلِمَتُنَا,1,كلم | ة | نا,كلم | ت | نا,wrong_content
بِسَاحَتِهِمْ,1,ب | ساح | ة | هم,ب | ساح | ت | هم,wrong_content
وَتَوَلَّ,1,و | ت | ول,و | تول,too_many_segments
أَجَعَلَ,1,أجعل,أ | جعل,too_few_segments
آلِهَتِكُمْ,1,آله | ة | كم,آله | ت | كم,wrong_content
فَلْيَرْتَقُوا,1,فليرتق | وا,ف | ل | ي | رتق | وا,too_few_segments
فَوَاقٍ,1,ف | واق,فواق,too_many_segments
اصْبِرْ,1,ا | صبر,اصبر,too_many_segments
وَاهْدِنَا,1,و | اهد | نا,و | ا | هد | نا,too_few_segments
وَتِسْعُونَ,1,و | ت | سع | ون,و | تسع | ون,too_many_segments
أَكْفِلْنِيهَا,1,أكفل | ني | ها,أ | كفل | ن | ي | ها,too_few_segments
وَعَزَّنِي,1,و | عز | ني,و | عز | ن | ي,too_few_segments
نَعْجَتِكَ,1,ن | عجت | ك,نعج | ت | ك,wrong_content
لَيَبْغِي,1,ليبغ | ي,ل | ي | بغي,too_few_segments
فَتَنَّاهُ,1,ف | تنا | ه,فت | نا | ه,wrong_content
تَتَّبِعِ,1,تتبع,ت | تبع,too_few_segments
وَلِيَتَذَكَّرَ,1,و | ل | يتذكر,و | ل | ي | تذكر,too_few_segments
وَجَدْنَاهُ,1,و | جد | نا | ه,وجد | نا | ه,too_many_segments
الْأَيْدِي,1,ال | أيد | ي,ال | أيدي,too_many_segments
لَحُسْنَ,1,لحسن,ل | حسن,too_few_segments
لَرِزْقُنَا,1,لرزق | نا,ل | رزق | نا,too_few_segments
لَشَرَّ,1,لشر,ل | شر,too_few_segments
فَلْيَذُوقُوهُ,1,فليذوقو | ه,ف | ل | ي | ذوق | و | ه,too_few_segments
صَالُو,1,صالو,صال | و,too_few_segments
قَدَّمْتُمُوهُ,1,قدم | تمو | ه,قدم | تم | و | ه,too_few_segments
فَزِدْهُ,1,ف | زده,ف | زد | ه,too_few_segments
أَتَّخَذْنَاهُمْ,1,أتخذ | نا | هم,أ | تخذ | نا | هم,too_few_segments
بِيَدَيَّ,1,ب | ي | دي,ب | يد | ي,wrong_content
أَسْتَكْبَرْتَ,1,أستكبر | ت,أ | ستكبر | ت,too_few_segments
لَعْنَتِي,1,لعن | ة | ي,لعن | ت | ي,wrong_content
فَبِعِزَّتِكَ,1,ف | ب | عزت | ك,ف | ب | عز | ت | ك,too_few_segments
لَأُغْوِيَنَّهُمْ,1,لأغوين | هم,ل | أ | غوي | ن | هم,too_few_segments
فَاعْبُدِ,1,ف | اعبد,ف | ا | عبد,too_few_segments
لِيُقَرِّبُونَا,1,ل | ي | قربو | نا,ل | ي | قرب | و | نا,too_few_segments
لَاصْطَفَى,1,لاصطفى,ل | اصطفى,too_few_segments
يَرْضَهُ,1,ي | رضه,ي | رض | ه,too_few_segments
تَمَتَّعْ,1,ت | متع,تمتع,too_many_segments
فَاعْبُدُوا,1,ف | ا | عبد | وا,ف | اعبد | وا,too_many_segments
يَعْبُدُوهَا,1,ي | عبدو | ها,ي | عبد | و | ها,too_few_segments
مَثَانِيَ,1,مثا | ني,مثاني,too_many_segments
