sura,verse,word_no,word,pred,truth,truth_raw,truth_tags,n_pred,n_truth,category
69,12,4,وَتَعِيَهَا,و | تعي | ها,و | ت | عي | ها,و | ت | عي | ها,CONJ | IMPERF_PREF | IV | OBJ_PRON,3,4,too_few_segments
69,13,3,فِي,في,على,على,PREP,1,1,wrong_content
69,14,1,وَحُمِلَتِ,و | حملت,و | حمل | ت,و | حمل | ت,CONJ | PV_PASS | SUFF_FEM_TA,2,3,too_few_segments
69,14,4,فَدُكَّتَا,ف | دكتا,ف | دك | ت | ا,ف | دك | ت | ا,CONJ | PV_PASS | SUFF_FEM_TA | SUBJ_PRON,2,4,too_few_segments
69,15,2,وَقَعَتِ,و | قعت,وقع | ت,وقع | ت,PV | SUFF_FEM_TA,2,2,wrong_content
69,16,1,وَانْشَقَّتِ,و | انشقت,و | انشق | ت,و | انشق | ت,CONJ | PV | SUFF_FEM_TA,2,3,too_few_segments
69,19,3,أُوتِيَ,أوت | ي,أوتي,أوتي,PV_PASS,2,1,too_many_segments
69,19,4,كِتَابَهُ,ك | تاب | ه,كتاب | ه,كتاب | (null) | ه,NOUN_CONCRETE | CASE_DEF_ACC | POSS_PRON_3MS,3,2,too_many_segments
69,19,8,اقْرَءُوا,ا | قرء | وا,اقرء | وا,اقرء | وا,CV | SUBJ_PRON,3,2,too_many_segments
69,19,9,كِتَابِيَهْ,ك | تابي | ه,كتاب | ي | ه,كتاب | ي | ه,NOUN_CONCRETE | POSS_PRON | POSS_PRON,3,3,wrong_content
69,20,1,إِنِّي,أن | ني,أن | ي,إن | ي,ANNUL_PART | POSS_PRON,2,2,wrong_content
69,20,3,أَنِّي,أن | ني,أن | ي,أن | ي,ANNUL_PART | POSS_PRON,2,2,wrong_content
69,20,5,حِسَابِيَهْ,حسابي | ه,حساب | ي | ه,حساب | ي | ه,GERUND | POSS_PRON | OTHER,2,3,too_few_segments
69,21,2,فِي,في,على,على,PREP,1,1,wrong_content
69,24,6,فِي,في,على,على,PREP,1,1,wrong_content
69,25,3,أُوتِيَ,أوت | ي,أوتي,أوتي,PV_PASS,2,1,too_many_segments
69,25,4,كِتَابَهُ,ك | تاب | ه,كتاب | ه,كتاب | (null) | ه,NOUN_CONCRETE | CASE_DEF_ACC | POSS_PRON_3MS,3,2,too_many_segments
69,25,7,يَالَيْتَنِي,يا | لي | ت | ني,يا | ليت | ني,يا | ليت | ني | None | None | None,VOC_PART | ANNUL_PART | PRON_1S | None | None | None,4,3,too_many_segments
69,25,9,أُوتَ,أوت,أو | ت,أو | ت,PV_PASS | SUBJ_PRON,1,2,too_few_segments
69,25,10,كِتَابِيَهْ,ك | تابي | ه,كتاب | ي | ه,كتاب | ي | ه,NOUN_CONCRETE | POSS_PRON | POSS_PRON,3,3,wrong_content
69,26,2,أَدْرِ,أدر,أ | در,أ | در,IMPERF_PREF | IV,1,2,too_few_segments
69,26,4,حِسَابِيَهْ,حسابي | ه,حساب | ي | ه,حساب | ي | ه,GERUND | POSS_PRON | OTHER,2,3,too_few_segments
69,27,1,يَالَيْتَهَا,يا | لي | ت | ها,يا | ليت | ها,يا | ليت | ها | None,VOC_PART | ANNUL_PART | OTHER | None,4,3,too_many_segments
69,27,2,كَانَتِ,كانت,كان | ت,كان | ت,PV | SUFF_FEM_TA,1,2,too_few_segments
69,28,4,مَالِيَهْ,مالي | ه,مال | ي | ه,مال | ي | ه,NOUN_CONCRETE | POSS_PRON | POSS_PRON,2,3,too_few_segments
69,29,3,سُلْطَانِيَهْ,سلطا | ني | ه,سلطان | ي | ه,سلطان | ي | ه,NOUN_ABSTRACT | POSS_PRON | POSS_PRON,3,3,wrong_content
69,30,1,خُذُوهُ,خذو | ه,خذ | و | ه,خذ | و | ه,CV | SUBJ_PRON | OBJ_PRON,2,3,too_few_segments
69,30,2,فَغُلُّوهُ,ف | غلو | ه,ف | غل | و | ه,ف | غل | و | ه,CONJ | CV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
69,31,3,صَلُّوهُ,صلو | ه,صل | و | ه,صل | و | ه,CV | SUBJ_PRON | OBJ_PRON,2,3,too_few_segments
69,32,2,فِي,في,على,على,PREP,1,1,wrong_content
69,32,7,فَاسْلُكُوهُ,ف | اسلكو | ه,ف | ا | سلك | و | ه,ف | ا | سلك | و | ه,OTHER | CV_PREF | CV | SUBJ_PRON | OBJ_PRON,3,5,too_few_segments
69,34,5,الْمِسْكِينِ,ال | مسك | ين,ال | مسكين,ال | مسكين,DET | ADJ_INTENS,3,2,too_many_segments
69,35,4,هَاهُنَا,هاه | نا,ها | هنا,ها | هنا,OTHER | ADV,2,2,wrong_content
69,36,5,غِسْلِينٍ,غسل | ين,غسلين,غسلين,NOUN_CONCRETE,2,1,too_many_segments
69,38,2,أُقْسِمُ,أقسم,أ | قسم,أ | قسم,IMPERF_PREF | IV,1,2,too_few_segments
69,40,2,لَقَوْلُ,لقول,ل | قول,ل | قول,OTHER | GERUND,1,2,too_few_segments
69,41,7,تُؤْمِنُونَ,ت | ؤمن | ون,ت | ؤمن | و | ن,ت | ؤمن | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
69,42,3,كَاهِنٍ,كا | هن,كاهن,كاهن,NOUN_ACTIVE_PART,2,1,too_many_segments
69,45,1,لَأَخَذْنَا,لأخذ | نا,ل | أخذ | نا,ل | أخذ | نا,OTHER | PV | SUBJ_PRON,2,3,too_few_segments
69,45,3,بِالْيَمِينِ,ب | ال | يم | ين,ب | ال | يمين,ب | ال | يمين,PREP | DET | NOUN_ABSTRACT,4,3,too_many_segments
69,46,2,لَقَطَعْنَا,لقطع | نا,ل | قطع | نا,ل | قطع | نا,PREP | PV | SUBJ_PRON,2,3,too_few_segments
69,46,4,الْوَتِينَ,ال | وت | ين,ال | وتين,ال | وتين,DET | NOUN_CONCRETE,3,2,too_many_segments
69,49,2,لَنَعْلَمُ,لنعلم,ل | ن | علم,ل | ن | علم,PREP | IMPERF_PREF | IV,1,3,too_few_segments
69,51,2,لَحَقُّ,لحق,ل | حق,ل | حق,PREP | NOUN_ABSTRACT,1,2,too_few_segments
69,51,3,الْيَقِينِ,ال | يق | ين,ال | يقين,ال | يقين | (null),DET | GERUND | CASE_DEF_GEN,3,2,too_many_segments
70,4,5,فِي,في,على,على,PREP,1,1,wrong_content
70,4,11,سَنَةٍ,س | نة,سن | ة,سن | ة | (null),NOUN_ABSTRACT | NSUFF_FEM_SG | CASE_INDEF_ACC,2,2,wrong_content
70,6,2,يَرَوْنَهُ,يرون | ه,ي | ر | و | ن | ه,ي | ر | و | ن | ه,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5 | OBJ_PRON,2,5,too_few_segments
70,7,1,وَنَرَاهُ,و | ن | راه,و | ن | را | ه,و | ن | را | ه | None,CONJ | IMPERF_PREF | IV | OBJ_PRON | None,3,4,too_few_segments
70,11,1,يُبَصَّرُونَهُمْ,ي | بصرون | هم,ي | بصر | و | ن | هم,ي | بصر | و | ن | هم,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5 | OBJ_PRON,3,5,too_few_segments
70,11,5,يَفْتَدِي,ي | فتد | ي,ي | فتدي,ي | فتدي,IMPERF_PREF | IV,3,2,too_many_segments
70,11,9,بِبَنِيهِ,ب | بني | ه,ب | بن | ي | ه,ب | بن | ي | ه,PREP | NOUN_CONCRETE | NSUFF_MASC_PL_GEN | POSS_PRON,3,4,too_few_segments
70,12,1,وَصَاحِبَتِهِ,و | صاحب | ة | ه,و | صاحب | ت | ه,و | صاحب | ت | ه,CONJ | NOUN_ACTIVE_PART | NSUFF_FEM_SG | POSS_PRON,4,4,wrong_content
70,13,1,وَفَصِيلَتِهِ,و | فصيل | ة | ه,و | فصيل | ت | ه,و | فصيل | ت | ه,CONJ | NOUN_CONCRETE | NSUFF_FEM_SG | POSS_PRON,4,4,wrong_content
70,14,2,فِي,في,على,على,PREP,1,1,wrong_content
70,23,4,صَلَاتِهِمْ,صل | ات | هم,صلا | ت | هم,صلا | ت | هم,GERUND | NSUFF_FEM_SG | POSS_PRON,3,3,wrong_content
70,24,2,فِي,في,على,على,PREP,1,1,wrong_content
70,28,5,مَأْمُونٍ,مأم | ون,مأمون,مأمون,NOUN_PASSIVE_PART,2,1,too_many_segments
70,34,4,صَلَاتِهِمْ,صل | ات | هم,صلا | ت | هم,صلا | ت | هم,GERUND | NSUFF_FEM_SG | POSS_PRON,3,3,wrong_content
70,36,1,فَمَالِ,ف | مال,ف | ما | ل,ف | ما | ل,CONJ | INTERROG_PRON | OTHER,2,3,too_few_segments
70,37,2,الْيَمِينِ,ال | يم | ين,ال | يمين,ال | يمين,DET | NOUN_ABSTRACT,3,2,too_many_segments
70,37,5,عِزِينَ,عزين,عز | ين,عز | ين,NOUN_CONCRETE | NSUFF_MASC_PL_ACC,1,2,too_few_segments
70,40,2,أُقْسِمُ,أقسم,أ | قسم,أ | قسم,IMPERF_PREF | IV,1,2,too_few_segments
70,40,3,بِرَبِّ,برب,ب | رب,ب | رب,PREP | NOUN_CONCRETE,1,2,too_few_segments
70,40,7,لَقَادِرُونَ,لقادر | ون,ل | قادر | ون,ل | قادر | ون,OTHER | NOUN_ACTIVE_PART | NSUFF_MASC_PL_NOM,2,3,too_few_segments
70,42,6,يَوْمَهُمُ,ي | وم | هم,يوم | هم,يوم | هم,NOUN_ABSTRACT | POSS_PRON,3,2,too_many_segments
71,1,7,أَنْذِرْ,أنذر,أ | نذر,أ | نذر,CV_PREF | CV,1,2,too_few_segments
71,2,3,إِنِّي,أن | ني,أن | ي,إن | ي,ANNUL_PART | POSS_PRON,2,2,wrong_content
71,3,4,وَاتَّقُوهُ,و | اتقو | ه,و | اتق | و | ه,و | اتق | و | ه,CONJ | CV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
71,3,5,وَأَطِيعُونِ,و | أطيع | ون,و | أطيع | و | ن,و | أطيع | و | ن | None,CONJ | CV | SUBJ_PRON | PROTECT_NUN | None,3,4,too_few_segments
71,5,3,إِنِّي,أن | ني,أن | ي,إن | ي,ANNUL_PART | POSS_PRON,2,2,wrong_content
71,5,4,دَعَوْتُ,دعو | ت,دعو | ة,دعو | ة | (null),GERUND | NSUFF_FEM_SG | CASE_DEF_GEN,2,2,wrong_content
71,5,6,لَيْلَاً,ل | يل | ا,ليل | ا,ليل | ا,ADV | CASE_INDEF_(ACC_GEN),3,2,too_many_segments
71,6,2,يَزِدْهُمْ,يزد | هم,ي | زد | هم,ي | زد | هم,IMPERF_PREF | IV | OBJ_PRON,2,3,too_few_segments
71,7,1,وَإِنِّي,و | أن | ني,و | أن | ي,و | إن | ي,CONJ | ANNUL_PART | POSS_PRON,3,3,wrong_content
71,7,3,دَعَوْتُهُمْ,دعو | ة | هم,دعو | ت | هم,دعو | ت | هم,PV | SUBJ_PRON | OBJ_PRON,3,3,wrong_content
71,7,8,فِي,في,على,على,PREP,1,1,wrong_content
71,8,2,إِنِّي,أن | ني,أن | ي,إن | ي,ANNUL_PART | POSS_PRON,2,2,wrong_content
71,8,3,دَعَوْتُهُمْ,دعو | ة | هم,دعو | ت | هم,دعو | ت | هم,PV | SUBJ_PRON | OBJ_PRON,3,3,wrong_content
71,9,2,إِنِّي,أن | ني,أن | ي,إن | ي,ANNUL_PART | POSS_PRON,2,2,wrong_content
71,10,2,اسْتَغْفِرُوا,استغفر | وا,ا | ستغفر | وا,ا | ستغفر | وا,CV_PREF | CV | SUBJ_PRON,2,3,too_few_segments
71,13,6,وَقَارَاً,و | قار | ا,وقار | ا,وقار | ا,GERUND | CASE_INDEF_(ACC_GEN),3,2,too_many_segments
71,15,2,تَرَوْا,ت | روا,ت | ر | وا,ت | ر | وا,IMPERF_PREF | IV | SUBJ_PRON,2,3,too_few_segments
71,17,2,أَنْبَتَكُمْ,أنب | ة | كم,أنبت | كم,أنبت | كم,PV | OBJ_PRON,3,2,too_many_segments
71,19,5,بِسَاطَاً,ب | ساط | ا,بساط | ا,بساط | ا,NOUN_ABSTRACT | CASE_INDEF_(ACC_GEN),3,2,too_many_segments
71,21,5,عَصَوْنِي,عصو | ني,عص | و | ن | ي,عص | و | ن | ي,PV | SUBJ_PRON | PROTECT_NUN | OBJ_PRON,2,4,too_few_segments
71,21,9,يَزِدْهُ,يزد | ه,ي | زد | ه,ي | زد | ه,IMPERF_PREF | IV | OBJ_PRON,2,3,too_few_segments
71,23,3,تَذَرُنَّ,تذرن,ت | ذر | ن,ت | ذر | ن,IMPERF_PREF | IV | EMPHATIC_NUN,1,3,too_few_segments
71,23,4,آلِهَتَكُمْ,آله | ة | كم,آله | ت | كم,آله | ت | كم,NOUN_CONCRETE | NSUFF_FEM_SG | POSS_PRON,3,3,wrong_content
71,23,6,تَذَرُنَّ,تذرن,ت | ذر | ن,ت | ذر | ن,IMPERF_PREF | IV | EMPHATIC_NUN,1,3,too_few_segments
71,24,5,تَزِدِ,تزد,ت | زد,ت | زد,IMPERF_PREF | IV,1,2,too_few_segments
71,27,3,تَذَرْهُمْ,تذر | هم,ت | ذر | هم,ت | ذر | هم,IMPERF_PREF | IV | OBJ_PRON,2,3,too_few_segments
71,27,7,يَلِدُوا,ي | ل | دوا,ي | لد | وا,ي | لد | وا,IMPERF_PREF | IV | SUBJ_PRON,3,3,wrong_content
71,28,4,وَلِوَالِدَيَّ,و | ل | والدي,و | ل | والد | ي,و | ل | والد | ي,CONJ | PREP | NOUN_ACTIVE_PART | NSUFF_MASC_DU_GEN,3,4,too_few_segments
71,28,7,بَيْتِيَ,بي | ت | ي,بيت | ي,بيت | ي,NOUN_CONCRETE | POSS_PRON_1S,3,2,too_many_segments
71,28,12,تَزِدِ,تزد,ت | زد,ت | زد,IMPERF_PREF | IV,1,2,too_few_segments
72,1,2,أُوحِيَ,أوح | ي,أوحي,أوحي,PV_PASS,2,1,too_many_segments
72,5,2,ظَنَنَّا,ظنن | نا,ظن | نا,ظن | نا,PV | SUBJ_PRON,2,2,wrong_content
72,5,5,تَقُولَ,تقول,ت | قول,ت | قول,IMPERF_PREF | IV,1,2,too_few_segments
72,6,10,فَزَادُوهُمْ,ف | زادو | هم,ف | زاد | و | هم,ف | زاد | و | هم,CONJ | PV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
72,10,5,أُرِيدَ,أريد,أ | ريد,أ | ريد,IMPERF_PREF | IV,1,2,too_few_segments
72,10,7,فِي,في,على,على,PREP,1,1,wrong_content
72,12,2,ظَنَنَّا,ظنن | نا,ظن | نا,ظن | نا,PV | SUBJ_PRON,2,2,wrong_content
72,12,7,فِي,في,على,على,PREP,1,1,wrong_content
72,14,9,تَحَرَّوْا,تحر | وا,ت | حر | وا,ت | حر | وا,IMPERF_PREF | IV | SUBJ_PRON,2,3,too_few_segments
72,16,1,وَأَنْلَوِ,و | أنلو,و | لو | أن,و | لو | أن | None,CONJ | CONDITION_PART | INF_ANNUL_PART | None,2,3,too_few_segments
72,16,5,لَأَسْقَيْنَاهُمْ,لأسقي | نا | هم,ل | أسقي | نا | هم,ل | أسقي | نا | هم,OTHER | PV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
72,19,10,لِبَدَاً,ل | بد | ا,لبد | ا,لبد | ا,NOUN_ABSTRACT | CASE_INDEF_(ACC_GEN),3,2,too_many_segments
72,20,3,أَدْعُو,أدعو,أ | دعو,أ | دعو,IMPERF_PREF | IV,1,2,too_few_segments
72,20,6,أُشْرِكُ,أشر | ك,أ | شرك,أ | شرك,IMPERF_PREF | IV,2,2,wrong_content
72,21,2,إِنِّي,أن | ني,أن | ي,إن | ي,ANNUL_PART | POSS_PRON,2,2,wrong_content
72,21,4,أَمْلِكُ,أمل | ك,أ | ملك,أ | ملك,IMPERF_PREF | IV,2,2,wrong_content
72,22,2,إِنِّي,أن | ني,أن | ي,إن | ي,ANNUL_PART | POSS_PRON,2,2,wrong_content
72,22,4,يُجِيرَنِي,ي | جير | ني,ي | جير | ن | ي,ي | جير | ن | ي,IMPERF_PREF | IV | PROTECT_NUN | OBJ_PRON,3,4,too_few_segments
72,22,9,أَجِدَ,أجد,أ | جد,أ | جد,IMPERF_PREF | IV,1,2,too_few_segments
72,23,7,يَعْصِ,يعص,ي | عص,ي | عص,IMPERF_PREF | IV,1,2,too_few_segments
72,25,3,أَدْرِي,أدر | ي,أ | دري,أ | دري,IMPERF_PREF | IV,2,2,wrong_content
72,25,4,أَقَرِيبٌ,أقريب,أ | قريب,أ | قريب,INTERROG | ADJ_QUALIT,1,2,too_few_segments
72,25,6,تُوعَدُونَ,توعد | ون,ت | وعد | ون,ت | وعد | ون | None | None,IMPERF_PREF | IV_PASS | SUBJ_PRON | None | None,2,3,too_few_segments
72,27,10,يَدَيْهِ,يدي | ه,يد | ي | ه,يد | ي | ه,NOUN_CONCRETE | NSUFF_MASC_DU_ACC | POSS_PRON_3MS,2,3,too_few_segments
73,3,1,نِصْفَهُ,ن | صفه,نصف | ه,نصف | ه,NOUN_ABSTRACT | POSS_PRON,2,2,wrong_content
73,7,3,فِي,في,على,على,PREP,1,1,wrong_content
73,8,1,وَاذْكُرِ,و | اذكر,و | ا | ذكر,و | ا | ذكر,CONJ | CV_PREF | CV,2,3,too_few_segments
73,8,4,وَتَبَتَّلْ,و | ت | بتل,و | تبتل,و | تبتل,CONJ | CV,3,2,too_many_segments
73,9,9,وَكِيلَاً,و | كيلا,وكيل | ا,وكيل | ا,ADJ_QUALIT | CASE_INDEF_(ACC_GEN),2,2,wrong_content
73,11,1,وَذَرْنِي,و | ذر | ني,و | ذر | ن | ي,و | ذر | ن | ي,CONJ | CV | PROTECT_NUN | OBJ_PRON,3,4,too_few_segments
73,14,5,وَكَانَتِ,و | كانت,و | كان | ت,و | كان | ت,CONJ | PV | SUFF_FEM_TA,2,3,too_few_segments
73,16,6,وَبِيلَاً,و | بيل | ا,وبيل | ا,وبيل | ا,ADJ_QUALIT | CASE_INDEF_(ACC_GEN),3,2,too_many_segments
73,20,10,وَنِصْفَهُ,و | ن | صفه,و | نصف | ه,و | نصف | ه,CONJ | NOUN_ABSTRACT | POSS_PRON,3,3,wrong_content
73,20,23,تُحْصُوهُ,ت | حصو | ه,ت | حص | و | ه,ت | حص | و | ه,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
73,20,28,تَيَسَّرَ,ت | يسر,تيسر,تيسر,PV,2,1,too_many_segments
73,20,38,فِي,في,على,على,PREP,1,1,wrong_content
73,20,40,يَبْتَغُونَ,ي | بتغ | ون,ي | بتغ | و | ن,ي | بتغ | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
73,20,51,تَيَسَّرَ,ت | يسر,تيسر,تيسر | (null),PV | PVSUFF_SUBJ:3MS,2,1,too_many_segments
73,20,62,تُقَدِّمُوا,ت | قدم | وا,تقدم | وا,تقدم | وا,PV | PVSUFF_SUBJ:3MP,3,2,too_many_segments
73,20,66,تَجِدُوهُ,تجدو | ه,ت | جد | و | ه,ت | جد | و | ه,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,2,4,too_few_segments
74,11,1,ذَرْنِي,ذر | ني,ذر | ن | ي,ذر | ن | ي,CV | PROTECT_NUN | OBJ_PRON,2,3,too_few_segments
74,11,4,وَحِيدَاً,و | حيد | ا,وحيد | ا,وحيد | ا,ADJ_QUALIT | CASE_INDEF_(ACC_GEN),3,2,too_many_segments
74,17,1,سَأُرْهِقُهُ,سأرهق | ه,س | أ | رهق | ه,س | أ | رهق | ه,FUTURE_PART | IMPERF_PREF | IV | OBJ_PRON,2,4,too_few_segments
74,18,2,فَكَّرَ,ف | كر,فكر,فكر,PV,2,1,too_many_segments
74,26,1,سَأُصْلِيهِ,سأصلي | ه,س | أ | صلي | ه,س | أ | صلي | ه,FUT_PART | IMPERF_PREF | IV | OBJ_PRON,2,4,too_few_segments
74,28,4,تَذَرُ,تذر,ت | ذر,ت | ذر,IMPERF_PREF | IV,1,2,too_few_segments
74,29,1,لَوَّاحَةٌ,ل | واح | ة,لواح | ة,لواح | ة,ADJ_INTENS | NSUFF_FEM_SG,3,2,too_many_segments
74,30,2,تِسْعَةَ,ت | سع | ة,تسع | ة,تسع | ة | (null),NOUN_NUM | NSUFF_FEM_SG | CASE_DEF_ACC,3,2,too_many_segments
74,31,9,عِدَّتَهُمْ,عدت | هم,عد | ت | هم,عد | ت | هم,NOUN_ABSTRACT | NSUFF_FEM_SG | POSS_PRON,2,3,too_few_segments
74,31,28,وَلِيَقُولَ,و | ل | يقول,و | ل | ي | قول,و | ل | ي | قول,CONJ | PREP | IMPERF_PREF | IV,3,4,too_few_segments
74,35,2,لَإِحْدَى,لإحدى,ل | إحدى,ل | إحدى,PREP | NOUN_NUM,1,2,too_few_segments
74,37,5,يَتَقَدَّمَ,يتقدم,ي | تقدم,ي | تقدم,IMPERF_PREF | IV,1,2,too_few_segments
74,37,7,يَتَأَخَّرَ,يتأخر,ي | تأخر,ي | تأخر,IMPERF_PREF | IV,1,2,too_few_segments
74,39,3,الْيَمِينِ,ال | يم | ين,ال | يمين,ال | يمين,DET | NOUN_ABSTRACT,3,2,too_many_segments
74,43,3,نَكُ,نك,ن | ك,ن | ك,IMPERF_PREF | IV,1,2,too_few_segments
74,44,2,نَكُ,نك,ن | ك,ن | ك,IMPERF_PREF | IV,1,2,too_few_segments
74,44,4,الْمِسْكِينَ,ال | مسك | ين,ال | مسكين,ال | مسكين,DET | ADJ_INTENS,3,2,too_many_segments
74,47,2,أَتَانَا,أ | ت | انا,أتا | نا,أتا | نا,PV | OBJ_PRON,3,2,too_many_segments
74,47,3,الْيَقِينُ,ال | يق | ين,ال | يقين,ال | يقين | (null),DET | GERUND | CASE_DEF_GEN,3,2,too_many_segments
74,51,1,فَرَّتْ,ف | رت,فر | ت,فر | ت,PV | SUFF_FEM_TA,2,2,wrong_content
74,56,2,يَذْكُرُونَ,ي | ذكر | ون,ي | ذكر | و | ن,ي | ذكر | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
74,56,5,يَشَاءَ,يشاء,ي | شاء,ي | شاء,IMPERF_PREF | IV,1,2,too_few_segments
75,1,2,أُقْسِمُ,أقسم,أ | قسم,أ | قسم,IMPERF_PREF | IV,1,2,too_few_segments
75,2,2,أُقْسِمُ,أقسم,أ | قسم,أ | قسم,IMPERF_PREF | IV,1,2,too_few_segments
75,4,5,نُسَوِّيَ,ن | سو | ي,ن | سوي,ن | سوي,IMPERF_PREF | IV,3,2,too_many_segments
75,11,3,وَزَرَ,و | زر,وزر,وزر,NOUN_ABSTRACT,2,1,too_many_segments
75,14,4,نَفْسِهِ,ن | فسه,نفس | ه,نفس | (null) | ه,NOUN_ABSTRACT | CASE_DEF_ACC | POSS_PRON_3MS,2,2,wrong_content
75,16,2,تُحَرِّكْ,ت | حر | ك,تحرك,تحرك | (null),IV | CASE_INDEF_GEN,3,1,too_many_segments
75,16,4,لِسَانَكَ,ل | سان | ك,لسان | ك,لسان | ك,NOUN_CONCRETE | POSS_PRON,3,2,too_many_segments
75,20,3,تُحِبُّونَ,ت | حب | ون,ت | حب | و | ن,ت | حب | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
75,22,1,وُجُوهٌ,و | جوه,وجوه,وجوه,NOUN_CONCRETE,2,1,too_many_segments
75,26,3,بَلَغَتِ,بلغت,بلغ | ت,بلغ | ت,PV | SUFF_FEM_TA,1,2,too_few_segments
75,26,4,التَّرَاقِيَ,ال | تراق | ي,ال | راقي,ال | راقي,DET | GERUND,3,2,too_many_segments
75,29,1,وَالْتَفَّتِ,و | ال | تفت,و | التف | ت,و | التف | ت,CONJ | PV | SUFF_FEM_TA,3,3,wrong_content
75,33,5,يَتَمَطَّى,يتمطى,ي | تمطى,ي | تمطى,IMPERF_PREF | IV,1,2,too_few_segments
75,37,2,يَكُ,يك,ي | ك,ي | ك,IMPERF_PREF | IV,1,2,too_few_segments
75,37,5,مَنِيٍّ,من | ي,مني,مني,NOUN_CONCRETE,2,1,too_many_segments
76,4,2,أَعْتَدْنَا,أعتد | نا,اعتد | نا,اعتد | نا,PV | SUBJ_PRON,2,2,wrong_content
76,6,6,يُفَجِّرُونَهَا,ي | فجرون | ها,ي | فجر | ون | ها,ي | فجر | ون | ها | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,3,4,too_few_segments
76,7,2,بِالنَّذْرِ,ب | ال | نذر,ب | نذر,ب | نذر | None,PREP | GERUND | None,3,2,too_many_segments
76,13,4,الْأَرَائِكِ,ال | أرائ | ك,ال | أرائك,ال | أرائك,DET | NOUN_CONCRETE,3,2,too_many_segments
76,13,6,يَرَوْنَ,ي | رون,ي | ر | ون,ي | ر | ون,IV3MP | IV | IVSUFF_SUBJ:MP_MOOD:I,2,3,too_few_segments
76,15,8,قَوَارِيرَا,قواريرا,قوارير | ا,قوارير | ا,NOUN_CONCRETE | CASE_INDEF_(ACC_GEN),1,2,too_few_segments
76,16,4,قَدَّرُوهَا,قدرو | ها,قدر | و | ها,قدر | و | ها,PV | SUBJ_PRON | OBJ_PRON,2,3,too_few_segments
76,18,3,تُسَمَّى,تسمى,ت | سمى,ت | سمى,IV3FS | IV_PASS,1,2,too_few_segments
76,19,6,رَأَيْتَهُمْ,رأي | ة | هم,رأي | ت | هم,رأي | ت | هم,PV | SUBJ_PRON | OBJ_PRON,3,3,wrong_content
76,19,7,حَسِبْتَهُمْ,حسب | ة | هم,حسب | ت | هم,حسب | ت | هم,PV | SUBJ_PRON | OBJ_PRON,3,3,wrong_content
76,21,3,سُنْدُسٍ,س | ندس,سندس,سندس,NOUN_CONCRETE,2,1,too_many_segments
76,25,1,وَاذْكُرِ,و | اذكر,و | ا | ذكر,و | ا | ذكر,CONJ | CV_PREF | CV,2,3,too_few_segments
76,26,6,لَيْلَاً,ل | يل | ا,ليل | ا,ليل | ا,ADV | CASE_INDEF_(ACC_GEN),3,2,too_many_segments
76,27,6,وَرَاءَهُمْ,و | راء | هم,وراء | هم,وراء | هم,ADV | POSS_PRON,3,2,too_many_segments
76,30,5,يَشَاءَ,يشاء,ي | شاء,ي | شاء,IMPERF_PREF | IV,1,2,too_few_segments
76,31,5,رَحْمَتِهِ,رحم | ة | ه,رحم | ت | ه,رحم | ت | ه,GERUND | NSUFF_FEM_SG | POSS_PRON,3,3,wrong_content
77,7,2,تُوعَدُونَ,توعد | ون,ت | وعد | ون,ت | وعد | ون,IMPERF_PREF | IV_PASS | SUBJ_PRON,2,3,too_few_segments
77,9,3,فُرِجَتْ,ف | رج | ت,فرج | ت,فرج | ت,PV_PASS | SUFF_FEM_TA,3,2,too_many_segments
77,25,4,كِفَاتَاً,ك | فات | ا,كفات | ا,كفات | ا,NOUN_ABSTRACT | CASE_INDEF_(ACC_GEN),3,2,too_many_segments
77,27,3,رَوَاسِيَ,رواس | ي,رواسي,رواسي,NOUN_CONCRETE,2,1,too_many_segments
77,27,7,فُرَاتَاً,ف | رات | ا,فرات | ا,فرات | ا,NOUN_ABSTRACT | CASE_INDEF_(ACC_GEN),3,2,too_many_segments
77,29,1,انْطَلِقُوا,ا | ن | طلق | وا,انطلق | وا,انطلق | وا,CV | SUBJ_PRON,4,2,too_many_segments
77,30,1,انْطَلِقُوا,ا | ن | طلق | وا,انطلق | وا,انطلق | وا,CV | SUBJ_PRON,4,2,too_many_segments
77,33,2,جِمَالَتٌ,جمالت,جمال | ت,جمال | ت,NOUN_CONCRETE | NSUFF_FEM_SG,1,2,too_few_segments
77,39,5,فَكِيدُونِ,ف | ك | يد | ون,ف | كيد | و | ن,ف | كيد | و | ن | None,OTHER | CV | SUBJ_PRON | PROTECT_NUN | None,4,4,wrong_content
