flag,root,word,word_plain,segment,wazn,confidence,location,alternatives
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,33:49:2,
closed_class_surface,اللاتي,اللَّاتِي,اللاتي,اللَّاتِي,closed_class,1.000,33:50:7,
no_root_found,N/A,مَلَكَتْ,ملكت,مَلَكَ,ملك,1.000,33:50:11,
closed_class_surface,اللاتي,اللَّاتِي,اللاتي,اللَّاتِي,closed_class,1.000,33:50:25,
no_root_found,N/A,مَلَكَتْ,ملكت,مَلَكَ,ملك,1.000,33:50:52,
no_root_found,N/A,جُنَاحَ,جناح,جُنَاحَ,جناح,1.000,33:51:14,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,33:51:16,
no_root_found,N/A,مَلَكَتْ,ملكت,مَلَكَ,ملك,1.000,33:52:18,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,33:53:2,
no_root_found,N/A,جُنَاحَ,جناح,جُنَاحَ,جناح,1.000,33:55:2,
no_root_found,N/A,مَلَكَتْ,ملكت,مَلَكَ,ملك,1.000,33:55:20,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,33:56:8,
no_root_found,N/A,وَسَلِّمُوا,وسلموا,سَلِّمُ,سلم,1.000,33:56:12,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,33:57:2,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,33:58:1,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,33:59:12,
low_confidence,عرف,يُعْرَفْنَ,يعرفن,عْرَفْنَ,فعلن,0.684,33:59:15,عرف/فعلن@0.68 ; عرفن/فعلل@0.63 ; عرفن/فعلل@0.63
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,33:60:5,
no_root_found,N/A,الْمَدِينَةِ,المدينة,مَدِينَ,مدين,1.000,33:60:11,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,33:62:4,
no_root_found,N/A,تُقَلَّبُ,تقلب,قَلَّبُ,قلب,1.000,33:66:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,33:69:2,
closed_class_surface,الذين,كَالَّذِينَ,كالذين,الَّذِينَ,closed_class,1.000,33:69:6,
no_root_found,N/A,مُوسَى,موسى,مُوسَى,موسي,1.000,33:69:8,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,33:70:2,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,33:72:6,
low_confidence,حمل,يَحْمِلْنَهَا,يحملنها,حْمِلْنَ,فعلن,0.684,33:72:10,حملن/فعلل@0.63 ; حملن/فعلل@0.63 ; حملن/فعلل@0.63
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,34:1:3,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,34:1:10,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,34:2:5,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,34:3:2,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,34:3:22,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,34:3:26,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,34:4:2,
no_root_found,N/A,الصَّالِحَاتِ,الصالحات,صَالِحَ,صالح,1.000,34:4:5,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,34:5:1,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,34:6:2,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,34:6:5,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,34:7:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,34:8:9,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,34:9:11,
no_root_found,N/A,الْأَرْضَ,الأرض,أَرْضَ,ارض,1.000,34:9:16,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,34:9:25,
no_root_found,N/A,الْحَدِيدَ,الحديد,حَدِيدَ,حديد,1.000,34:10:12,
no_root_found,N/A,صَالِحَاً,صالحا,صَالِحَ,صالح,1.000,34:11:8,
no_root_found,N/A,وَلِسُلَيْمَانَ,ولسليمان,سُلَيْمَانَ,سليمان,1.000,34:12:1,
no_root_found,N/A,عَيْنَ,عين,عَيْنَ,عين,1.000,34:12:9,
no_root_found,N/A,بِإِذْنِ,بإذن,إِذْنِ,اذن,1.000,34:12:17,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,34:14:11,
no_root_found,N/A,لِسَبَإٍ,لسبإ,سَبَإٍ,سبا,1.000,34:15:3,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,34:17:1,
closed_class_surface,التي,الَّتِي,التي,الَّتِي,closed_class,1.000,34:18:5,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,34:19:15,
no_root_found,N/A,إِبْلِيسُ,إبليس,إِبْلِيسُ,ابليس,1.000,34:20:4,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,34:22:3,
no_root_found,N/A,يَمْلِكُونَ,يملكون,مْلِكُ,ملك,1.000,34:22:9,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,34:22:16,
no_root_found,N/A,أَذِنَ,أذن,أَذِنَ,اذن,1.000,34:23:7,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,34:24:6,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,34:27:3,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,34:29:3,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,34:31:2,
closed_class_surface,هذا,بِهَذَا,بهذا,هَذَا,closed_class,1.000,34:31:6,
closed_class_surface,الذي,بِالَّذِي,بالذي,الَّذِي,closed_class,1.000,34:31:9,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,34:31:25,
closed_class_surface,الذين,لِلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,34:31:27,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,34:32:2,
closed_class_surface,الذين,لِلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,34:32:4,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,34:33:2,
closed_class_surface,الذين,لِلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,34:33:4,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,34:33:27,
closed_class_surface,التي,بِالَّتِي,بالتي,الَّتِي,closed_class,1.000,34:37:5,
no_root_found,N/A,صَالِحَاً,صالحا,صَالِحَ,صالح,1.000,34:37:13,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,34:38:1,
no_root_found,N/A,يَمْلِكُ,يملك,مْلِكُ,ملك,1.000,34:42:3,
closed_class_surface,الذين,لِلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,34:42:10,
closed_class_surface,التي,الَّتِي,التي,الَّتِي,closed_class,1.000,34:42:15,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,34:43:8,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,34:43:20,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,34:43:25,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,34:43:31,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,34:45:2,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,35:1:5,
no_root_found,N/A,يَزِيدُ,يزيد,زِيدُ,زيد,1.000,35:1:14,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,35:3:15,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,35:7:1,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,35:7:6,
no_root_found,N/A,الصَّالِحَاتِ,الصالحات,صَالِحَ,صالح,1.000,35:7:9,
no_root_found,N/A,تَذْهَبْ,تذهب,ذْهَبْ,ذهب,1.000,35:8:17,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,35:9:2,
no_root_found,N/A,سَحَابَاً,سحابا,سَحَابَ,سحاب,1.000,35:9:6,
no_root_found,N/A,الْأَرْضَ,الأرض,أَرْضَ,ارض,1.000,35:9:13,
closed_class_surface,ذلك,كَذَلِكَ,كذلك,ذَلِكَ,closed_class,1.000,35:9:16,
no_root_found,N/A,الصَّالِحُ,الصالح,صَالِحُ,صالح,1.000,35:10:13,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,35:10:15,
no_root_found,N/A,تُرَابٍ,تراب,تُرَابٍ,تراب,1.000,35:11:4,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,35:11:31,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,35:12:4,
closed_class_surface,هذا,وَهَذَا,وهذا,هَذَا,closed_class,1.000,35:12:9,
no_root_found,N/A,مِلْحٌ,ملح,مِلْحٌ,ملح,1.000,35:12:10,
no_root_found,N/A,لَحْمَاً,لحما,حْمَ,حم,1.000,35:12:15,
no_root_found,N/A,الْمُلْكُ,الملك,مُلْكُ,ملك,1.000,35:13:20,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,35:13:21,
no_root_found,N/A,يَمْلِكُونَ,يملكون,مْلِكُ,ملك,1.000,35:13:26,
no_root_found,N/A,يُذْهِبْكُمْ,يذهبكم,ذْهِبْ,ذهب,1.000,35:16:3,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,35:17:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,35:18:21,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,35:25:5,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,35:26:3,
closed_class_surface,ذلك,كَذَلِكَ,كذلك,ذَلِكَ,closed_class,1.000,35:28:7,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,35:29:2,
closed_class_surface,الذي,وَالَّذِي,والذي,الَّذِي,closed_class,1.000,35:31:1,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,35:32:4,
no_root_found,N/A,بِإِذْنِ,بإذن,إِذْنِ,اذن,1.000,35:32:16,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,35:32:18,
no_root_found,N/A,ذَهَبٍ,ذهب,ذَهَبٍ,ذهب,1.000,35:33:9,
no_root_found,N/A,وَلُؤْلُؤَاً,ولؤلؤا,لُؤْلُؤَ,لءلء,1.000,35:33:10,
no_root_found,N/A,حَرِيرٌ,حرير,حَرِيرٌ,حرير,1.000,35:33:13,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,35:34:4,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,35:35:1,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,35:36:1,
no_root_found,N/A,جَهَنَّمَ,جهنم,جَهَنَّمَ,جهنم,1.000,35:36:5,
closed_class_surface,ذلك,كَذَلِكَ,كذلك,ذَلِكَ,closed_class,1.000,35:36:15,
low_confidence,صطرخ,يَصْطَرِخُونَ,يصطرخون,صْطَرِخُ,فعلل,0.697,35:37:2,صطرخ/فعلل@0.63 ; صطرخ/فعلل@0.63 ; صطرخ/فعلل@0.63
no_root_found,N/A,صَالِحَاً,صالحا,صَالِحَ,صالح,1.000,35:37:7,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,35:37:9,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,35:38:6,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,35:39:2,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,35:39:6,
no_root_found,N/A,يَزِيدُ,يزيد,زِيدُ,زيد,1.000,35:39:12,
no_root_found,N/A,يَزِيدُ,يزيد,زِيدُ,زيد,1.000,35:39:20,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,35:40:4,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,35:40:13,
no_root_found,N/A,وَالْأَرْضَ,والأرض,أَرْضَ,ارض,1.000,35:41:5,
low_confidence,كين,لَيَكُونُنَّ,ليكونن,لَيَكُونُنَّ,يفعلن,0.654,35:42:8,كون/يفعلن@0.64 ; كين/يفعلن@0.61 ; كين/يفعلن@0.61
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,35:43:3,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,35:44:4,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,35:44:9,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,35:44:26,
no_root_found,N/A,يس,يس,يس,يس,1.000,36:1:1,
low_confidence,رجم,لَنَرْجُمَنَّكُمْ,لنرجمنكم,لَنَرْجُمَنَّ,نفعلن,0.638,36:18:8,
no_root_found,N/A,طَائِرُكُمْ,طائركم,طَائِرُ,طاءر,1.000,36:19:2,
no_root_found,N/A,الْمَدِينَةِ,المدينة,مَدِينَ,مدين,1.000,36:20:4,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,36:22:5,
no_root_found,N/A,الْأَرْضُ,الأرض,أَرْضُ,ارض,1.000,36:33:3,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,36:36:2,
no_root_found,N/A,الْأَرْضُ,الأرض,أَرْضُ,ارض,1.000,36:36:8,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,36:38:5,
no_root_found,N/A,عَادَ,عاد,عَادَ,عاد,1.000,36:39:5,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,36:47:9,
closed_class_surface,الذين,لِلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,36:47:11,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,36:48:3,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,36:52:7,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,36:61:3,
closed_class_surface,هذه,هَذِهِ,هذه,هَذِهِ,closed_class,1.000,36:63:1,
no_root_found,N/A,جَهَنَّمُ,جهنم,جَهَنَّمُ,جهنم,1.000,36:63:2,
closed_class_surface,التي,الَّتِي,التي,الَّتِي,closed_class,1.000,36:63:3,
no_root_found,N/A,مَالِكُونَ,مالكون,مَالِكُ,مالك,1.000,36:71:12,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,36:79:3,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,36:80:1,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,36:81:2,
no_root_found,N/A,وَالْأَرْضَ,والأرض,أَرْضَ,ارض,1.000,36:81:5,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,36:83:2,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,37:5:3,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,37:15:3,
no_root_found,N/A,تُرَابَاً,ترابا,تُرَابَ,تراب,1.000,37:16:4,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,37:20:3,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,37:21:1,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,37:21:4,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,37:22:2,
closed_class_surface,ذلك,كَذَلِكَ,كذلك,ذَلِكَ,closed_class,1.000,37:34:2,
low_confidence,ذءق,لَذَائِقُو,لذائقو,لَذَائِقُو,فاعلو,0.630,37:38:2,ذءق/فاعلو@0.59 ; ذءق/فاعلو@0.59
no_root_found,N/A,عِينٌ,عين,عِينٌ,عين,1.000,37:48:4,
no_root_found,N/A,تُرَابَاً,ترابا,تُرَابَ,تراب,1.000,37:53:4,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,37:60:2,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,37:61:2,
no_root_found,N/A,الزَّقُّومِ,الزقوم,زَقُّومِ,زقوم,1.000,37:62:6,
no_root_found,N/A,نُوحٌ,نوح,نُوحٌ,نوح,1.000,37:75:3,
no_root_found,N/A,نُوحٍ,نوح,نُوحٍ,نوح,1.000,37:79:3,
closed_class_surface,ذلك,كَذَلِكَ,كذلك,ذَلِكَ,closed_class,1.000,37:80:2,
no_root_found,N/A,بِقَلْبٍ,بقلب,قَلْبٍ,قلب,1.000,37:84:4,
no_root_found,N/A,الصَّالِحِينَ,الصالحين,صَالِحِ,صالح,1.000,37:100:5,
no_root_found,N/A,يَاإِبْرَاهِيمُ,ياإبراهيم,إِبْرَاهِيمُ,ابراهيم,1.000,37:104:3,
closed_class_surface,ذلك,كَذَلِكَ,كذلك,ذَلِكَ,closed_class,1.000,37:105:5,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,37:106:2,
no_root_found,N/A,إِبْرَاهِيمَ,إبراهيم,إِبْرَاهِيمَ,ابراهيم,1.000,37:109:3,
closed_class_surface,ذلك,كَذَلِكَ,كذلك,ذَلِكَ,closed_class,1.000,37:110:1,
no_root_found,N/A,بِإِسْحَاقَ,بإسحاق,إِسْحَاقَ,اسحاق,1.000,37:112:2,
no_root_found,N/A,الصَّالِحِينَ,الصالحين,صَالِحِ,صالح,1.000,37:112:5,
no_root_found,N/A,إِسْحَاقَ,إسحاق,إِسْحَاقَ,اسحاق,1.000,37:113:4,
no_root_found,N/A,مُوسَى,موسى,مُوسَى,موسي,1.000,37:114:4,
no_root_found,N/A,وَهَارُونَ,وهارون,هَارُونَ,هارون,1.000,37:114:5,
no_root_found,N/A,مُوسَى,موسى,مُوسَى,موسي,1.000,37:120:3,
no_root_found,N/A,وَهَارُونَ,وهارون,هَارُونَ,هارون,1.000,37:120:4,
closed_class_surface,ذلك,كَذَلِكَ,كذلك,ذَلِكَ,closed_class,1.000,37:121:2,
no_root_found,N/A,إِلْيَاسَ,إلياس,إِلْيَاسَ,الياس,1.000,37:123:2,
no_root_found,N/A,إِلْيَاسيْنَ,إلياسين,إِلْيَاس,الياس,1.000,37:130:3,
closed_class_surface,ذلك,كَذَلِكَ,كذلك,ذَلِكَ,closed_class,1.000,37:131:2,
no_root_found,N/A,لُوطَاً,لوطا,لُوطَ,لوط,1.000,37:133:2,
no_root_found,N/A,يُونُسَ,يونس,يُونُسَ,يونس,1.000,37:139:2,
no_root_found,N/A,يَزِيدُونَ,يزيدون,زِيدُ,زيد,1.000,37:147:6,
no_root_found,N/A,ص,ص,ص,ص,1.000,38:1:1,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,38:2:2,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,38:4:8,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,38:5:6,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,38:6:10,
closed_class_surface,هذا,بِهَذَا,بهذا,هَذَا,closed_class,1.000,38:7:3,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,38:7:8,
no_root_found,N/A,مُلْكُ,ملك,مُلْكُ,ملك,1.000,38:10:3,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,38:10:5,
no_root_found,N/A,نُوحٍ,نوح,نُوحٍ,نوح,1.000,38:12:4,
no_root_found,N/A,وَعَادٌ,وعاد,عَادٌ,عاد,1.000,38:12:5,
no_root_found,N/A,وَفِرْعَوْنُ,وفرعون,فِرْعَوْنُ,فرعون,1.000,38:12:6,
no_root_found,N/A,وَثَمُودُ,وثمود,ثَمُودُ,ثمود,1.000,38:13:1,
no_root_found,N/A,لُوطٍ,لوط,لُوطٍ,لوط,1.000,38:13:3,
no_root_found,N/A,مُلْكَهُ,ملكه,مُلْكَ,ملك,1.000,38:20:2,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,38:23:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,38:24:17,
no_root_found,N/A,الصَّالِحَاتِ,الصالحات,صَالِحَ,صالح,1.000,38:24:20,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,38:25:3,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,38:26:6,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,38:26:19,
no_root_found,N/A,وَالْأَرْضَ,والأرض,أَرْضَ,ارض,1.000,38:27:4,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,38:27:8,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,38:27:10,
closed_class_surface,الذين,لِلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,38:27:13,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,38:28:3,
no_root_found,N/A,الصَّالِحَاتِ,الصالحات,صَالِحَ,صالح,1.000,38:28:6,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,38:28:9,
no_root_found,N/A,سُلَيْمَانَ,سليمان,سُلَيْمَانَ,سليمان,1.000,38:30:3,
no_root_found,N/A,سُلَيْمَانَ,سليمان,سُلَيْمَانَ,سليمان,1.000,38:34:3,
no_root_found,N/A,مُلْكَاً,ملكا,مُلْكَ,ملك,1.000,38:35:7,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,38:39:1,
no_root_found,N/A,أَيُّوبَ,أيوب,أَيُّوبَ,ايوب,1.000,38:41:3,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,38:42:3,
no_root_found,N/A,إِبْرَاهِيمَ,إبراهيم,إِبْرَاهِيمَ,ابراهيم,1.000,38:45:3,
no_root_found,N/A,وَإِسْحَاقَ,وإسحاق,إِسْحَاقَ,اسحاق,1.000,38:45:4,
no_root_found,N/A,وَيَعْقُوبَ,ويعقوب,يَعْقُوبَ,يعقوب,1.000,38:45:5,
no_root_found,N/A,إِسْمَاعِيلَ,إسماعيل,إِسْمَاعِيلَ,اسماعيل,1.000,38:48:2,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,38:49:1,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,38:53:1,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,38:54:2,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,38:55:1,
no_root_found,N/A,جَهَنَّمَ,جهنم,جَهَنَّمَ,جهنم,1.000,38:56:1,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,38:57:1,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,38:59:1,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,38:61:6,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,38:64:2,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,38:66:3,
low_confidence,ختصم,يَخْتَصِمُونَ,يختصمون,خْتَصِمُ,فعلل,0.697,38:69:9,خصم/فتعل@0.68 ; ختصم/فعلل@0.63 ; ختصم/فعلل@0.63
no_root_found,N/A,إِبْلِيسَ,إبليس,إِبْلِيسَ,ابليس,1.000,38:74:2,
no_root_found,N/A,يَاإِبْلِيسُ,ياإبليس,إِبْلِيسُ,ابليس,1.000,38:75:2,
low_confidence,ملء,لَأَمْلَأَنَّ,لأملأن,لَأَمْلَأَنَّ,افعلن,0.681,38:85:1,ملء/افعلن@0.64 ; ملء/افعلن@0.59 ; ملء/افعلن@0.59
no_root_found,N/A,جَهَنَّمَ,جهنم,جَهَنَّمَ,جهنم,1.000,38:85:2,
no_root_found,N/A,تَبِعَكَ,تبعك,تَبِعَ,تبع,1.000,38:85:5,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,39:3:5,
low_confidence,ختلف,يَخْتَلِفُونَ,يختلفون,خْتَلِفُ,فعلل,0.697,39:3:25,خلف/فتعل@0.68 ; ختلف/فعلل@0.63 ; ختلف/فعلل@0.63
low_confidence,صفو,لَاصْطَفَى,لاصطفى,لَاصْطَفَى,افطعل,0.654,39:4:7,صطفى/افعلل@0.63 ; وصف/افطعل@0.61 ; صوف/افطعل@0.61
no_root_found,N/A,وَالْأَرْضَ,والأرض,أَرْضَ,ارض,1.000,39:5:3,
no_root_found,N/A,الْمُلْكُ,الملك,مُلْكُ,ملك,1.000,39:6:30,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,39:9:16,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,39:9:18,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,39:10:3,
closed_class_surface,الذين,لِلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,39:10:7,
closed_class_surface,هذه,هَذِهِ,هذه,هَذِهِ,closed_class,1.000,39:10:10,
no_root_found,N/A,وَأَرْضُ,وأرض,أَرْضُ,ارض,1.000,39:10:13,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,39:15:9,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,39:15:16,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,39:16:10,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,39:17:1,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,39:18:1,
no_root_found,N/A,فَيَتَّبِعُونَ,فيتبعون,تَّبِعُ,تبع,1.000,39:18:4,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,39:18:7,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,39:20:2,
